monthly_rent_dkk,fair_value_dkk,asking_start_dkk,accepted_discount_pct,time_on_market_days,price_cuts,month_listed,listing_channel,neighbourhood,type,floor_area_m2,furnished,utilities_included,bathroom_private,kitchen_private,lease_flex,deposit_months,building_year,energy_rating,floor,total_floors,elevator,distance_to_centre_km,distance_to_AAU_km,commute_time_bus_min,market_tightness
2803.0,2600.0,2803.0,0.0,12,0,5,private_portal,Skalborg,dorm_room,18.3,1,1,1,0,fixed,3,1990,E,2,2,0,4.11,7.07,36.3,1.01
2629.0,2600.0,2749.0,0.0437,18,1,5,studiebolig_central,Vestbyen,shared_room,26.4,1,0,1,0,fixed,3,1944,E,0,4,0,1.16,4.05,20.4,1.01
2822.0,2600.0,2822.0,0.0,19,0,5,private_portal,Skalborg,dorm_room,18.0,1,1,0,0,open-ended,2,1985,E,3,5,0,5.74,5.05,25.5,1.01
6559.0,6395.0,6559.0,0.0,5,0,1,studiebolig_central,Hasseris,1br,53.6,0,1,1,1,open-ended,4,1990,D,2,2,1,3.19,3.98,22.0,0.96
2617.0,2600.0,2617.0,0.0,0,0,3,studiebolig_central,Hasseris,dorm_room,17.9,1,1,0,0,fixed,2,2019,B,0,4,0,1.91,4.19,19.4,0.99
2674.0,2600.0,2674.0,0.0,1,0,1,private_portal,Øgadekvarteret,shared_room,22.1,1,0,1,0,open-ended,3,2019,A,1,3,0,0.71,2.55,17.6,0.96
2639.0,2600.0,2639.0,0.0,3,0,2,studiebolig_central,Aalborg Øst,dorm_room,19.0,1,1,1,0,fixed,2,1975,E,3,3,0,4.29,0.71,10.3,0.97
7612.0,7500.0,7612.0,0.0,22,0,8,private_portal,Vestbyen,2br,52.0,0,1,1,1,fixed,3,1945,G,2,3,0,1.8,5.39,29.1,1.08
6918.0,6648.0,6918.0,0.0,1,0,9,studiebolig_central,Vestbyen,1br,59.4,1,0,1,1,fixed,3,1955,F,2,4,0,2.1,3.71,22.4,1.04
3537.0,3466.0,3537.0,0.0,20,0,5,private_portal,Øgadekvarteret,studio,36.1,1,0,0,0,fixed,4,2017,A,1,5,0,1.94,2.4,17.5,1.01
2600.0,2600.0,2697.0,0.036,22,1,4,private_portal,Centrum,shared_room,18.0,1,1,1,0,open-ended,3,1985,D,0,5,1,0.35,2.81,16.9,1.0
9198.0,9198.0,9198.0,0.0,2,0,3,private_portal,Øgadekvarteret,2br,82.9,0,0,1,1,open-ended,4,1984,E,6,7,1,1.04,3.09,17.9,0.99
4654.0,4298.0,4654.0,0.0,21,0,9,private_portal,Nørresundby,studio,44.9,1,1,1,0,open-ended,2,1977,F,0,2,0,2.03,4.89,26.6,1.04
2600.0,2600.0,2600.0,0.0,0,0,6,studiebolig_central,Nørresundby,dorm_room,12.8,1,1,0,1,open-ended,2,2006,B,2,3,1,2.39,4.47,26.2,1.03
2932.0,2600.0,2932.0,0.0,15,0,2,private_portal,Centrum,dorm_room,16.6,1,1,0,0,open-ended,3,1990,D,1,4,1,0.2,3.41,20.2,0.97
2600.0,2600.0,2600.0,0.0,5,0,8,studiebolig_central,Hasseris,dorm_room,17.1,1,1,0,0,open-ended,2,1985,D,0,2,0,2.7,3.13,22.7,1.08
2644.0,2600.0,2644.0,0.0,2,0,3,private_portal,Vestbyen,dorm_room,23.9,1,1,1,0,open-ended,2,1985,F,2,2,0,2.17,4.33,24.8,0.99
2681.0,2600.0,2681.0,0.0,8,0,5,studiebolig_central,Nørresundby,dorm_room,12.0,1,0,1,0,fixed,2,1985,E,0,5,0,1.45,5.18,23.5,1.01
3279.0,3100.0,3279.0,0.0,26,0,8,studiebolig_central,Øgadekvarteret,shared_room,26.2,1,0,1,1,fixed,3,2013,C,4,6,1,1.41,2.83,20.4,1.08
7680.0,7857.0,8116.0,0.0537,13,1,6,private_portal,Øgadekvarteret,2br,68.1,1,0,1,1,open-ended,3,1958,E,5,6,1,0.62,3.6,24.0,1.03
9433.0,8996.0,9433.0,0.0,3,0,3,private_portal,Centrum,2br,72.9,1,0,1,1,fixed,3,1971,F,3,5,0,0.26,2.48,16.9,0.99
2673.0,2600.0,2673.0,0.0,1,0,6,studiebolig_central,Vestbyen,shared_room,18.2,0,1,1,0,open-ended,2,1985,F,2,2,0,1.49,3.1,21.2,1.03
2846.0,2600.0,2846.0,0.0,25,0,4,private_portal,Øgadekvarteret,dorm_room,21.6,1,1,1,1,open-ended,2,1974,F,1,4,0,0.65,2.76,16.2,1.0
2606.0,2600.0,2606.0,0.0,2,0,5,studiebolig_central,Vestbyen,dorm_room,17.5,1,1,1,1,fixed,2,1950,F,0,3,0,2.3,4.61,24.0,1.01
3511.0,3400.0,3756.0,0.0652,60,1,1,private_portal,Vestbyen,studio,22.6,0,0,1,1,open-ended,4,1981,E,2,5,1,1.59,4.86,27.9,0.96
2725.0,2600.0,2725.0,0.0,0,0,5,private_portal,Øgadekvarteret,shared_room,16.7,1,1,0,0,open-ended,3,2018,A,3,6,0,1.04,2.14,20.6,1.01
2718.0,2600.0,2718.0,0.0,9,0,4,private_portal,Hasseris,shared_room,12.8,0,0,0,0,fixed,2,1966,G,1,4,1,3.28,3.32,18.9,1.0
10149.0,9927.0,10149.0,0.0,7,0,5,private_portal,Centrum,2br,80.9,1,1,1,1,open-ended,3,1947,E,0,5,0,0.31,4.1,20.5,1.01
2674.0,2600.0,2745.0,0.0259,19,1,8,studiebolig_central,Øgadekvarteret,dorm_room,18.2,1,1,0,1,fixed,2,1931,F,6,6,1,2.54,2.97,18.6,1.08
2600.0,2600.0,2638.0,0.0144,16,1,3,private_portal,Aalborg Øst,dorm_room,12.0,1,1,0,0,open-ended,4,1969,F,1,3,0,5.58,0.5,17.1,0.99
5840.0,5549.0,5840.0,0.0,0,0,5,private_portal,Centrum,studio,47.2,1,1,1,1,open-ended,3,1961,E,4,5,1,0.43,4.1,19.2,1.01
2932.0,2710.0,2932.0,0.0,6,0,1,private_portal,Øgadekvarteret,dorm_room,23.5,1,1,0,1,open-ended,4,1962,E,1,5,0,1.14,3.31,18.1,0.96
6417.0,6347.0,6417.0,0.0,15,0,3,studiebolig_central,Hasseris,1br,43.5,0,0,1,1,fixed,3,2010,D,1,3,0,2.73,3.5,17.9,0.99
8317.0,7898.0,8317.0,0.0,17,0,7,private_portal,Centrum,1br,58.6,1,0,1,1,open-ended,2,1990,D,4,4,0,0.26,2.84,17.3,1.04
5000.0,5000.0,5117.0,0.0229,30,1,6,private_portal,Skalborg,1br,56.4,1,0,1,1,open-ended,3,2001,C,3,4,0,5.15,6.39,27.8,1.03
3400.0,3400.0,3400.0,0.0,5,0,4,studiebolig_central,Aalborg Øst,studio,24.4,1,0,1,1,fixed,2,1988,F,2,2,0,3.99,1.74,16.7,1.0
2630.0,2600.0,2776.0,0.0526,22,1,3,studiebolig_central,Hasseris,shared_room,17.6,1,0,1,1,fixed,2,1969,E,2,4,1,2.92,4.37,22.7,0.99
2720.0,2600.0,2720.0,0.0,2,0,5,private_portal,Aalborg Øst,shared_room,20.0,1,1,1,0,fixed,4,2015,B,4,4,1,3.93,1.93,16.7,1.01
2723.0,2600.0,2723.0,0.0,9,0,3,studiebolig_central,Vestbyen,dorm_room,19.2,0,0,0,0,fixed,2,1963,F,1,2,0,1.92,4.2,29.9,0.99
2639.0,2600.0,2639.0,0.0,1,0,3,private_portal,Aalborg Øst,dorm_room,21.1,1,1,1,0,fixed,3,1944,F,3,3,0,4.99,1.61,13.6,0.99
2616.0,2600.0,2695.0,0.0293,20,1,8,studiebolig_central,Hasseris,dorm_room,16.1,1,1,0,1,fixed,2,1985,D,2,4,0,2.09,3.92,27.4,1.08
3400.0,3400.0,3462.0,0.0179,21,1,1,private_portal,Vestbyen,studio,32.3,1,1,1,0,open-ended,3,1997,C,2,2,0,2.54,3.38,20.3,0.96
11164.0,11140.0,11164.0,0.0,7,0,4,private_portal,Centrum,2br,87.1,0,0,1,1,fixed,4,1979,D,5,7,1,1.34,4.73,30.2,1.0
7500.0,7500.0,7683.0,0.0238,45,1,2,private_portal,Aalborg Øst,2br,51.1,1,0,1,1,fixed,4,1990,D,1,3,0,4.31,0.85,8.8,0.97
4817.0,4544.0,4817.0,0.0,7,0,6,private_portal,Øgadekvarteret,studio,39.3,1,1,1,0,open-ended,2,1992,D,2,3,0,1.78,2.5,20.6,1.03
2600.0,2600.0,2681.0,0.0302,12,1,2,studiebolig_central,Nørresundby,shared_room,19.7,1,1,0,1,fixed,2,2013,C,0,4,0,2.32,4.37,29.3,0.97
3400.0,3400.0,3400.0,0.0,12,0,5,private_portal,Nørresundby,studio,32.8,0,0,1,0,fixed,3,1967,E,1,2,1,3.03,4.8,27.5,1.01
3400.0,3400.0,3400.0,0.0,9,0,6,studiebolig_central,Nørresundby,studio,30.0,1,1,1,1,fixed,3,1952,F,2,2,0,2.19,3.45,19.9,1.03
7639.0,7500.0,7639.0,0.0,13,0,2,studiebolig_central,Vestbyen,2br,75.3,0,0,1,1,fixed,3,2004,D,3,3,0,0.88,4.33,21.8,0.97
8150.0,7989.0,8150.0,0.0,5,0,2,private_portal,Vestbyen,2br,76.8,1,0,1,1,open-ended,3,1979,F,1,2,1,1.55,4.54,27.3,0.97
14710.0,14080.0,14710.0,0.0,11,0,4,studiebolig_central,Hasseris,2br,101.8,0,1,0,1,fixed,4,2000,C,0,2,0,2.35,4.11,23.5,1.0
5166.0,5000.0,5487.0,0.0585,30,1,9,private_portal,Centrum,1br,35.6,1,0,1,1,fixed,3,2017,C,0,3,1,0.48,2.82,21.2,1.04
3584.0,3400.0,3807.0,0.0586,42,1,7,studiebolig_central,Skalborg,studio,36.6,1,0,1,1,fixed,3,2005,C,3,3,0,5.2,5.84,25.8,1.04
2774.0,2600.0,2774.0,0.0,7,0,6,studiebolig_central,Centrum,dorm_room,20.4,0,0,0,0,open-ended,3,1983,F,1,4,1,0.71,3.59,20.5,1.03
2686.0,2600.0,2686.0,0.0,1,0,7,studiebolig_central,Hasseris,shared_room,20.3,0,1,0,0,fixed,4,1990,C,2,3,0,2.13,3.96,23.6,1.04
2600.0,2600.0,2600.0,0.0,0,0,4,studiebolig_central,Vestbyen,shared_room,25.1,0,1,0,0,fixed,3,2014,C,1,3,0,0.51,3.39,26.3,1.0
5000.0,5000.0,5000.0,0.0,4,0,3,studiebolig_central,Nørresundby,1br,50.5,0,0,1,1,open-ended,2,1967,E,3,4,0,1.75,4.84,22.3,0.99
2600.0,2600.0,2600.0,0.0,0,0,8,studiebolig_central,Aalborg Øst,dorm_room,15.1,1,1,0,1,open-ended,2,1974,F,0,4,1,4.34,1.29,13.7,1.08
8580.0,7985.0,8580.0,0.0,1,0,7,private_portal,Aalborg Øst,2br,73.7,1,0,1,1,fixed,4,1969,F,1,3,0,4.28,0.2,11.7,1.04
2600.0,2600.0,2750.0,0.0545,20,1,4,studiebolig_central,Aalborg Øst,shared_room,25.8,1,1,1,0,fixed,3,1967,F,2,3,0,4.48,1.87,18.0,1.0
7501.0,7135.0,7864.0,0.0462,57,1,7,studiebolig_central,Centrum,1br,56.4,0,1,1,1,fixed,3,2001,D,2,4,0,1.33,3.19,16.3,1.04
5338.0,5000.0,5648.0,0.0549,60,1,4,private_portal,Skalborg,1br,44.5,1,0,1,1,fixed,4,1982,D,3,4,0,4.76,5.81,31.2,1.0
2600.0,2600.0,2600.0,0.0,30,0,7,private_portal,Skalborg,shared_room,13.4,1,1,0,0,fixed,1,1992,D,2,2,0,5.71,6.32,32.4,1.04
2667.0,2600.0,2790.0,0.0441,39,1,7,studiebolig_central,Øgadekvarteret,shared_room,26.9,1,0,0,1,open-ended,3,2021,A,0,3,0,1.65,3.74,17.5,1.04
5895.0,5702.0,5895.0,0.0,6,0,1,studiebolig_central,Centrum,studio,40.8,1,1,1,1,open-ended,2,1990,C,0,4,0,0.75,3.63,22.0,0.96
8828.0,8609.0,9261.0,0.0468,28,1,1,studiebolig_central,Hasseris,2br,66.0,0,0,1,1,fixed,3,1990,C,1,2,0,2.43,3.88,21.6,0.96
4570.0,4598.0,4797.0,0.0473,22,1,8,private_portal,Centrum,studio,41.1,1,1,1,1,fixed,4,1989,E,0,4,1,0.2,3.4,26.1,1.08
2741.0,2600.0,2841.0,0.0352,60,1,4,studiebolig_central,Centrum,dorm_room,19.1,1,0,0,0,fixed,1,1963,F,5,5,1,0.87,3.42,16.6,1.0
2621.0,2600.0,2721.0,0.0368,39,1,2,studiebolig_central,Skalborg,shared_room,24.4,0,0,0,1,fixed,3,2010,D,1,2,0,3.98,5.9,29.2,0.97
3534.0,3444.0,3659.0,0.0342,38,1,2,private_portal,Hasseris,studio,34.2,0,0,1,1,fixed,4,1957,F,0,2,0,2.75,3.54,20.4,0.97
6292.0,6292.0,6292.0,0.0,0,0,7,private_portal,Centrum,1br,52.8,1,0,1,1,open-ended,2,1978,F,1,4,0,0.2,2.66,18.8,1.04
2641.0,2600.0,2782.0,0.0507,39,1,9,private_portal,Aalborg Øst,dorm_room,12.0,1,1,1,1,fixed,3,1987,E,0,3,1,4.23,1.67,21.6,1.04
3734.0,3749.0,3934.0,0.0508,37,1,1,private_portal,Nørresundby,studio,39.3,1,0,0,1,fixed,3,2017,C,1,2,1,3.82,3.7,20.4,0.96
2600.0,2600.0,2600.0,0.0,0,0,6,studiebolig_central,Vestbyen,dorm_room,17.4,1,1,1,0,fixed,1,2014,B,0,3,0,1.26,3.69,17.8,1.03
2632.0,2600.0,2632.0,0.0,5,0,6,studiebolig_central,Øgadekvarteret,shared_room,15.6,0,1,0,0,fixed,3,2004,D,2,7,0,1.58,2.64,18.0,1.03
2600.0,2600.0,2667.0,0.0251,24,1,8,studiebolig_central,Nørresundby,shared_room,16.6,0,1,1,1,fixed,2,1997,D,0,2,0,1.76,3.63,24.3,1.08
7697.0,7500.0,8019.0,0.0402,28,1,8,private_portal,Aalborg Øst,2br,54.2,0,0,1,1,open-ended,3,2018,A,2,2,0,4.01,1.64,18.7,1.08
2711.0,2600.0,2810.0,0.0352,39,1,2,studiebolig_central,Aalborg Øst,dorm_room,15.8,0,1,1,1,open-ended,2,1966,F,0,2,1,3.79,0.6,7.6,0.97
5521.0,5466.0,5521.0,0.0,5,0,6,studiebolig_central,Aalborg Øst,1br,59.9,0,0,1,1,open-ended,3,1985,F,1,2,1,4.56,0.6,13.7,1.03
4717.0,4713.0,4879.0,0.0332,25,1,8,private_portal,Hasseris,studio,39.7,1,0,1,1,fixed,3,1986,E,1,2,1,2.79,4.46,24.8,1.08
2692.0,2600.0,2692.0,0.0,12,0,5,studiebolig_central,Aalborg Øst,dorm_room,18.9,0,1,1,0,fixed,2,1967,E,2,2,0,3.9,0.36,9.9,1.01
3645.0,3400.0,3751.0,0.0283,47,1,4,private_portal,Vestbyen,studio,24.7,1,0,1,1,fixed,3,1968,E,1,2,0,1.03,4.47,23.1,1.0
7271.0,7116.0,7591.0,0.0422,29,1,5,private_portal,Hasseris,1br,54.6,0,0,1,1,open-ended,4,1985,E,2,5,0,2.52,2.99,19.3,1.01
2679.0,2600.0,2679.0,0.0,2,0,4,studiebolig_central,Vestbyen,dorm_room,18.6,1,0,1,0,open-ended,3,2018,A,0,4,0,1.39,3.66,19.5,1.0
2748.0,2600.0,2908.0,0.055,39,1,3,studiebolig_central,Vestbyen,shared_room,21.5,0,1,0,1,fixed,1,1950,F,1,2,0,1.06,4.94,27.2,0.99
7500.0,7500.0,7500.0,0.0,0,0,2,private_portal,Nørresundby,2br,70.3,1,0,1,1,open-ended,3,2023,C,1,3,1,2.78,5.06,31.1,0.97
2698.0,2600.0,2791.0,0.0333,60,1,5,private_portal,Nørresundby,shared_room,21.8,1,0,1,1,fixed,3,1990,C,2,2,0,2.94,4.32,27.2,1.01
7844.0,7500.0,8129.0,0.0351,22,1,4,studiebolig_central,Vestbyen,2br,56.6,0,0,1,1,fixed,2,1996,D,2,2,0,1.79,4.47,31.8,1.0
2693.0,2600.0,2693.0,0.0,11,0,2,studiebolig_central,Øgadekvarteret,dorm_room,17.7,0,0,1,0,fixed,4,1973,E,5,6,1,0.83,3.6,18.9,0.97
2600.0,2600.0,2600.0,0.0,5,0,5,private_portal,Øgadekvarteret,dorm_room,20.1,1,1,0,1,open-ended,3,1953,F,1,4,0,1.53,2.53,17.9,1.01
2600.0,2600.0,2600.0,0.0,5,0,4,studiebolig_central,Øgadekvarteret,dorm_room,23.1,1,1,1,1,open-ended,1,1971,F,1,3,0,1.27,2.31,21.1,1.0
2654.0,2600.0,2654.0,0.0,1,0,2,private_portal,Centrum,dorm_room,19.7,1,0,1,0,fixed,3,1960,F,3,5,0,1.25,2.23,16.8,0.97
2600.0,2600.0,2600.0,0.0,6,0,2,private_portal,Nørresundby,dorm_room,18.0,0,1,1,1,fixed,3,1996,C,3,3,0,2.4,4.3,23.2,0.97
3448.0,3400.0,3537.0,0.0252,28,1,8,studiebolig_central,Hasseris,studio,29.2,1,0,1,1,fixed,1,1951,G,4,4,0,2.46,4.64,30.0,1.08
5763.0,5851.0,6119.0,0.0582,38,1,4,studiebolig_central,Vestbyen,1br,60.1,0,0,1,1,fixed,3,1964,G,0,2,1,1.96,4.41,24.1,1.0
6715.0,6484.0,6715.0,0.0,5,0,5,studiebolig_central,Centrum,1br,54.5,0,0,1,1,fixed,2,1965,E,4,4,0,0.2,3.2,18.1,1.01
3528.0,3400.0,3613.0,0.0235,28,1,5,studiebolig_central,Øgadekvarteret,studio,22.7,0,1,1,1,fixed,2,1991,C,1,2,0,2.38,2.49,19.6,1.01
8185.0,7580.0,8185.0,0.0,14,0,2,studiebolig_central,Nørresundby,2br,83.2,0,0,1,1,open-ended,4,2010,D,3,5,1,1.6,5.93,27.1,0.97
2635.0,2600.0,2635.0,0.0,3,0,8,studiebolig_central,Nørresundby,dorm_room,18.3,1,1,1,0,fixed,3,1969,G,3,3,1,1.85,4.01,27.9,1.08
7500.0,7500.0,7500.0,0.0,8,0,7,studiebolig_central,Nørresundby,2br,87.4,0,0,1,1,fixed,3,1995,D,2,2,0,3.03,4.6,23.7,1.04
6820.0,6807.0,7168.0,0.0485,34,1,1,private_portal,Øgadekvarteret,1br,60.4,0,1,1,1,fixed,4,2012,B,4,5,1,3.18,2.5,19.8,0.96
2624.0,2600.0,2750.0,0.0458,16,1,1,studiebolig_central,Øgadekvarteret,dorm_room,18.5,1,1,1,0,open-ended,3,1953,F,0,4,0,1.03,3.33,18.8,0.96
5000.0,5000.0,5130.0,0.0253,21,1,8,private_portal,Vestbyen,1br,46.7,0,1,0,1,fixed,4,1981,F,2,3,1,1.43,4.33,31.6,1.08
4572.0,4336.0,4572.0,0.0,3,0,5,private_portal,Hasseris,studio,30.4,1,1,1,1,open-ended,4,1988,F,2,2,0,2.72,4.59,24.9,1.01
5088.0,5000.0,5293.0,0.0387,42,1,7,private_portal,Skalborg,1br,60.7,1,0,1,1,open-ended,4,1968,E,0,3,0,4.73,5.68,28.1,1.04
5280.0,5280.0,5280.0,0.0,5,0,7,studiebolig_central,Hasseris,studio,42.7,0,1,0,1,fixed,3,1990,E,0,3,0,1.91,4.53,25.9,1.04
7500.0,7551.0,7840.0,0.0434,14,1,6,studiebolig_central,Nørresundby,2br,82.9,0,0,1,1,fixed,3,1974,E,0,2,0,1.93,4.63,27.3,1.03
5697.0,5585.0,5697.0,0.0,6,0,1,private_portal,Øgadekvarteret,1br,47.5,1,0,1,1,open-ended,2,1938,G,0,5,0,1.11,2.47,15.0,0.96
2600.0,2600.0,2600.0,0.0,0,0,8,studiebolig_central,Øgadekvarteret,shared_room,17.9,0,0,0,0,fixed,3,1959,E,0,7,1,0.82,3.14,22.2,1.08
3428.0,3400.0,3428.0,0.0,7,0,6,studiebolig_central,Vestbyen,studio,34.0,1,1,1,0,fixed,2,1933,F,0,2,0,1.81,5.41,29.2,1.03
8187.0,7709.0,8187.0,0.0,5,0,7,private_portal,Hasseris,1br,53.9,0,0,1,1,open-ended,3,2020,C,2,2,0,2.17,4.98,22.4,1.04
4273.0,4273.0,4273.0,0.0,10,0,3,studiebolig_central,Øgadekvarteret,studio,44.9,1,0,1,0,fixed,1,1998,D,5,5,1,1.56,2.66,18.2,0.99
2600.0,2600.0,2600.0,0.0,0,0,4,private_portal,Øgadekvarteret,shared_room,19.4,1,1,1,1,open-ended,3,1996,D,4,5,1,2.15,3.48,17.5,1.0
2868.0,2768.0,3017.0,0.0494,21,1,3,private_portal,Øgadekvarteret,shared_room,29.1,0,1,0,0,open-ended,2,2004,E,1,5,1,2.68,2.3,18.9,0.99
7500.0,7500.0,7500.0,0.0,3,0,1,studiebolig_central,Nørresundby,2br,72.3,0,0,1,1,open-ended,2,1990,D,3,3,0,1.49,4.53,23.9,0.96
3550.0,3400.0,3550.0,0.0,6,0,1,private_portal,Aalborg Øst,studio,34.9,1,0,1,0,fixed,3,2001,E,0,2,0,3.75,1.17,13.2,0.96
2644.0,2600.0,2644.0,0.0,30,0,4,studiebolig_central,Vestbyen,dorm_room,19.7,1,1,1,1,fixed,3,2008,B,1,2,0,1.12,4.46,28.2,1.0
2808.0,2600.0,2808.0,0.0,15,0,3,studiebolig_central,Centrum,dorm_room,12.8,0,1,1,1,open-ended,2,1974,E,2,4,1,1.26,4.37,29.0,0.99
5000.0,5000.0,5000.0,0.0,3,0,7,studiebolig_central,Nørresundby,1br,45.1,1,0,1,1,open-ended,3,1984,D,0,2,0,2.72,4.67,20.7,1.04
2733.0,2600.0,2733.0,0.0,3,0,5,private_portal,Centrum,dorm_room,20.9,1,1,0,0,open-ended,4,1998,E,4,7,1,1.44,4.29,23.6,1.01
2600.0,2600.0,2976.0,0.1263,60,1,3,private_portal,Øgadekvarteret,dorm_room,16.5,1,1,1,0,open-ended,3,1995,D,3,3,0,2.15,3.68,21.3,0.99
2600.0,2600.0,2600.0,0.0,3,0,2,studiebolig_central,Vestbyen,dorm_room,12.6,1,0,1,1,fixed,3,2015,B,0,3,0,1.54,4.63,21.3,0.97
3433.0,3400.0,3624.0,0.0527,36,1,9,studiebolig_central,Øgadekvarteret,studio,34.1,0,0,1,1,fixed,2,1963,F,3,5,0,0.95,2.45,23.7,1.04
2654.0,2600.0,2654.0,0.0,9,0,5,private_portal,Øgadekvarteret,dorm_room,14.7,1,1,1,0,open-ended,4,1990,E,3,3,1,1.8,2.19,13.3,1.01
4062.0,3937.0,4062.0,0.0,10,0,5,private_portal,Aalborg Øst,studio,47.2,0,1,0,1,open-ended,4,1985,E,0,2,0,3.96,1.51,15.2,1.01
7061.0,6505.0,7061.0,0.0,12,0,4,studiebolig_central,Øgadekvarteret,1br,59.2,1,0,1,1,fixed,3,1997,C,0,5,0,1.29,3.25,18.3,1.0
2734.0,2600.0,2796.0,0.0222,40,1,7,private_portal,Vestbyen,dorm_room,18.9,1,1,1,1,open-ended,3,2007,C,0,2,1,1.37,4.15,21.5,1.04
5489.0,5489.0,5489.0,0.0,1,0,7,studiebolig_central,Centrum,1br,48.8,1,0,1,1,open-ended,3,2000,E,3,3,0,0.96,3.27,24.4,1.04
2616.0,2600.0,2616.0,0.0,2,0,8,private_portal,Nørresundby,shared_room,15.9,1,0,1,1,fixed,3,2012,B,2,4,0,1.48,4.76,27.6,1.08
7500.0,7500.0,7644.0,0.0188,21,1,6,studiebolig_central,Nørresundby,2br,70.9,0,0,1,1,fixed,3,1997,D,0,2,1,2.76,4.42,24.2,1.03
3426.0,3400.0,3426.0,0.0,0,0,8,private_portal,Skalborg,studio,32.3,1,1,1,1,fixed,4,1996,D,0,3,0,5.14,5.92,33.8,1.08
3487.0,3400.0,3562.0,0.0211,17,1,8,studiebolig_central,Centrum,studio,37.2,0,0,1,0,fixed,4,1996,D,0,2,0,0.77,3.55,24.1,1.08
2600.0,2600.0,2734.0,0.049,32,1,8,private_portal,Nørresundby,dorm_room,21.3,1,1,0,0,open-ended,3,1978,E,1,2,1,2.24,4.55,28.9,1.08
2657.0,2657.0,2657.0,0.0,5,0,7,studiebolig_central,Centrum,shared_room,27.4,1,0,0,0,open-ended,4,1984,E,2,4,1,0.2,3.46,19.6,1.04
5169.0,5000.0,5169.0,0.0,1,0,6,private_portal,Øgadekvarteret,1br,50.1,1,0,1,1,fixed,4,1960,F,3,5,0,1.87,2.13,14.8,1.03
2722.0,2600.0,2722.0,0.0,18,0,2,studiebolig_central,Øgadekvarteret,dorm_room,16.3,1,1,1,0,fixed,3,1997,E,3,3,0,1.9,3.39,22.4,0.97
2600.0,2600.0,2600.0,0.0,5,0,8,private_portal,Nørresundby,shared_room,20.8,1,0,0,1,fixed,3,1974,E,1,2,1,2.18,4.19,27.8,1.08
2671.0,2600.0,2771.0,0.0361,18,1,9,private_portal,Aalborg Øst,shared_room,22.3,1,1,0,0,open-ended,3,2010,D,0,4,0,4.29,0.73,11.7,1.04
3419.0,3400.0,3620.0,0.0555,36,1,8,studiebolig_central,Skalborg,studio,33.0,0,0,1,1,open-ended,3,1960,G,2,2,1,4.51,6.77,36.9,1.08
9136.0,9136.0,9136.0,0.0,0,0,1,studiebolig_central,Centrum,2br,75.6,0,0,1,1,fixed,2,1971,F,0,5,0,0.66,3.25,18.6,0.96
5000.0,5000.0,5000.0,0.0,1,0,3,private_portal,Vestbyen,1br,37.0,0,0,1,1,open-ended,2,1965,F,2,2,0,1.53,4.75,21.6,0.99
3405.0,3400.0,3405.0,0.0,3,0,4,private_portal,Øgadekvarteret,studio,33.0,1,0,1,1,fixed,2,1985,E,3,3,0,2.24,3.83,21.1,1.0
2627.0,2600.0,2627.0,0.0,7,0,6,private_portal,Vestbyen,dorm_room,19.7,1,1,0,1,fixed,3,1991,D,1,2,0,0.85,4.09,22.1,1.03
2677.0,2600.0,2677.0,0.0,2,0,4,private_portal,Skalborg,shared_room,13.2,1,1,1,0,fixed,3,1980,D,2,2,0,6.04,7.8,32.4,1.0
5902.0,5761.0,6230.0,0.0526,42,1,9,private_portal,Hasseris,studio,43.2,1,0,1,1,fixed,3,2000,E,0,3,0,3.24,4.54,30.8,1.04
3836.0,3745.0,3836.0,0.0,15,0,1,private_portal,Centrum,studio,30.8,1,1,1,1,open-ended,3,1959,F,1,6,0,0.75,4.88,26.9,0.96
2629.0,2600.0,2629.0,0.0,2,0,1,private_portal,Skalborg,shared_room,35.0,1,1,1,1,open-ended,4,1971,F,4,4,1,5.62,7.94,34.0,0.96
2758.0,2600.0,2758.0,0.0,4,0,4,private_portal,Øgadekvarteret,dorm_room,24.0,0,1,1,0,open-ended,4,1970,F,0,4,0,1.53,2.23,14.2,1.0
2600.0,2600.0,2600.0,0.0,2,0,2,studiebolig_central,Centrum,shared_room,23.8,1,0,1,0,fixed,3,1997,D,1,4,1,0.54,1.91,16.7,0.97
2637.0,2600.0,2767.0,0.047,20,1,7,studiebolig_central,Skalborg,dorm_room,15.2,1,1,1,1,fixed,2,1996,E,2,2,0,6.0,5.37,24.3,1.04
2742.0,2600.0,2742.0,0.0,0,0,3,private_portal,Øgadekvarteret,dorm_room,14.3,1,1,0,1,fixed,2,1998,D,0,4,1,2.45,3.24,21.9,0.99
7811.0,7500.0,7811.0,0.0,5,0,4,private_portal,Aalborg Øst,2br,51.0,0,1,1,1,open-ended,2,1981,D,0,3,0,3.88,0.2,6.5,1.0
3400.0,3400.0,3400.0,0.0,1,0,7,private_portal,Vestbyen,studio,29.5,0,0,1,1,fixed,3,2017,A,1,2,1,1.11,2.53,16.4,1.04
2600.0,2600.0,2693.0,0.0345,33,1,7,studiebolig_central,Skalborg,shared_room,21.7,1,1,0,0,open-ended,2,2000,E,2,3,0,5.52,6.07,37.2,1.04
4007.0,3975.0,4196.0,0.045,23,1,7,private_portal,Centrum,studio,32.3,0,1,1,1,fixed,1,1941,E,5,5,1,0.74,4.05,25.9,1.04
