age,membership_tier,bookings_30d,late_cancels_30d,lead_time_hours,class_start_hour,day_of_week,instructor_pop,received_reminder,rain_risk,distance_km,no_show_next_class
28,vip,9,0,4,18,Mon,3,0,medium,12.4,0
40,vip,2,1,6,18,Thu,4,0,low,1.9,1
28,vip,1,0,27,8,Tue,1,1,medium,13.3,0
18,basic,1,0,40,16,Wed,3,1,low,7.8,0
40,vip,2,0,91,10,Fri,4,0,medium,4.4,1
23,basic,2,0,89,18,Tue,2,1,low,1.7,0
33,basic,3,1,11,17,Sun,3,1,low,11.8,1
23,plus,5,1,162,20,Wed,5,1,low,8.1,0
46,plus,7,3,18,10,Mon,4,1,high,1.7,1
34,basic,4,1,9,10,Wed,5,1,low,8.2,0
45,basic,3,0,81,15,Sat,5,1,low,5.8,0
24,basic,3,0,5,8,Fri,1,0,low,7.6,1
18,basic,4,2,71,13,Tue,3,1,medium,7.8,1
42,basic,5,1,1,11,Sat,2,0,low,9.8,0
43,basic,1,0,57,13,Fri,2,1,low,6.0,0
34,plus,6,0,124,7,Mon,3,1,low,9.6,0
32,vip,8,1,2,14,Wed,1,0,low,5.3,1
41,plus,4,1,65,12,Fri,4,1,low,7.3,0
44,basic,1,1,115,10,Sat,4,1,low,5.3,1
51,basic,3,1,103,12,Wed,4,1,low,8.7,1
43,basic,4,0,40,11,Tue,3,1,high,15.6,0
38,basic,1,0,162,16,Tue,1,0,medium,14.8,0
39,plus,2,1,88,20,Sun,3,1,low,3.6,0
28,basic,2,0,96,17,Thu,3,1,low,2.2,1
48,basic,9,1,17,20,Mon,1,1,medium,9.6,1
38,plus,3,0,19,17,Fri,3,1,low,13.4,1
54,vip,7,3,54,9,Sat,5,1,medium,15.2,1
34,plus,1,0,24,13,Mon,4,1,low,4.1,1
18,plus,11,3,56,12,Tue,2,0,low,13.0,1
18,basic,2,1,16,11,Fri,4,1,medium,9.8,1
27,vip,3,0,45,12,Fri,5,1,medium,8.5,0
54,vip,2,0,45,8,Thu,1,1,low,16.2,0
37,plus,6,2,1,10,Sat,3,0,low,2.4,0
67,basic,2,1,9,19,Mon,3,1,medium,14.9,0
38,basic,2,2,5,8,Mon,2,0,high,3.2,1
40,basic,1,0,46,17,Sun,4,1,medium,4.5,0
45,plus,3,1,137,18,Fri,2,1,medium,11.9,1
39,basic,4,0,52,9,Wed,4,1,low,0.1,0
30,basic,1,0,79,18,Wed,1,0,low,5.1,1
29,basic,1,0,61,15,Sat,1,0,medium,21.2,1
46,basic,3,0,2,12,Thu,3,0,low,11.3,0
46,plus,3,1,69,20,Tue,2,1,low,0.4,1
27,basic,2,0,46,8,Sat,2,0,low,3.1,1
27,basic,9,3,40,11,Sat,4,0,medium,4.0,1
25,basic,7,0,4,20,Wed,4,0,medium,5.7,0
52,plus,1,0,92,12,Thu,4,1,low,10.1,0
38,plus,5,2,25,9,Sat,3,1,high,9.2,1
41,plus,8,0,42,11,Tue,1,1,high,11.7,1
46,plus,8,3,39,8,Thu,4,0,low,1.9,0
33,plus,1,1,91,11,Fri,4,0,low,15.0,1
36,vip,11,2,47,18,Sat,4,0,medium,11.4,1
30,basic,6,0,4,19,Sun,3,0,low,0.8,1
24,basic,1,0,56,9,Sat,5,0,medium,2.7,0
55,basic,2,0,15,17,Fri,4,1,low,14.5,1
21,basic,1,0,31,16,Tue,5,1,medium,18.8,0
37,basic,4,0,94,20,Fri,3,1,medium,15.3,0
42,basic,1,1,57,20,Sun,3,0,low,8.1,1
26,plus,1,1,3,19,Thu,2,0,medium,5.6,1
42,basic,4,0,11,18,Sat,3,0,low,14.2,0
18,basic,1,0,5,20,Thu,4,0,medium,14.3,0
40,basic,1,0,99,15,Sat,3,1,medium,7.1,1
34,basic,1,1,43,18,Sun,3,1,low,18.4,1
29,vip,2,0,2,9,Sun,4,0,medium,11.7,0
50,basic,1,1,58,19,Tue,4,0,low,7.3,1
36,vip,7,1,42,10,Fri,1,1,low,12.4,0
45,basic,3,1,60,11,Fri,5,1,medium,11.2,1
35,basic,1,0,45,17,Tue,3,1,low,11.3,0
38,plus,1,0,72,6,Sat,4,0,low,15.3,1
51,basic,1,0,134,16,Sat,4,1,low,8.0,0
45,vip,10,2,18,12,Mon,1,1,low,15.5,0
21,vip,1,1,115,7,Wed,3,1,low,15.3,1
39,plus,1,0,108,17,Sun,4,1,low,3.3,0
26,basic,1,0,71,15,Wed,4,1,medium,7.7,0
22,vip,8,2,19,10,Sun,5,1,medium,15.1,0
34,basic,2,0,113,7,Mon,4,0,low,10.6,0
36,basic,4,0,47,13,Wed,4,0,low,8.8,0
29,basic,10,2,126,17,Tue,5,1,low,4.5,1
54,basic,3,0,164,21,Sat,1,1,low,5.8,0
39,plus,2,0,125,11,Sat,3,1,low,13.3,0
54,vip,5,1,64,8,Thu,5,1,low,15.6,0
52,plus,4,0,31,21,Fri,4,1,medium,7.1,0
33,basic,1,0,70,19,Mon,2,0,high,4.9,0
28,vip,1,0,17,19,Fri,3,1,medium,4.0,0
44,basic,2,0,95,17,Sun,4,1,low,13.8,0
36,basic,3,1,5,17,Sat,2,0,low,10.0,1
46,basic,2,0,16,19,Tue,5,1,medium,2.0,0
50,vip,2,0,20,13,Tue,3,1,medium,8.6,1
35,basic,2,0,41,18,Thu,2,0,medium,4.9,0
24,basic,4,1,8,13,Thu,3,1,medium,13.5,0
51,basic,1,0,72,20,Fri,3,1,low,9.4,0
36,basic,7,0,19,11,Sat,2,0,low,8.3,1
38,vip,1,0,22,18,Wed,5,0,medium,10.6,1
32,basic,2,0,80,12,Fri,4,1,low,7.3,0
33,basic,8,2,30,14,Fri,5,1,medium,4.5,0
45,basic,1,0,82,8,Mon,2,1,high,12.1,0
30,plus,6,0,130,19,Mon,3,0,high,1.2,0
30,vip,4,1,51,20,Mon,4,1,low,6.0,0
48,basic,6,0,11,15,Mon,2,1,low,7.9,0
25,basic,3,0,124,7,Mon,4,0,low,10.9,1
48,basic,8,1,163,17,Sun,5,1,low,16.1,0
40,basic,7,0,1,21,Fri,5,0,medium,9.9,1
27,basic,1,0,64,14,Fri,4,1,medium,4.3,0
18,plus,5,1,26,15,Wed,3,0,medium,9.7,0
27,basic,1,0,35,18,Thu,4,1,medium,9.4,1
36,basic,1,1,41,9,Wed,3,1,low,4.3,1
28,vip,2,0,64,21,Tue,4,1,low,6.2,0
31,basic,1,0,2,12,Sat,4,0,low,9.7,0
44,plus,6,0,57,13,Thu,5,1,medium,6.7,1
60,basic,3,0,114,18,Sat,2,1,medium,5.7,0
31,basic,2,0,139,16,Wed,3,0,low,5.6,1
32,vip,1,0,146,15,Thu,2,1,low,8.9,0
30,basic,2,0,108,20,Tue,5,1,low,8.5,0
27,basic,3,1,19,13,Tue,2,1,low,8.8,1
22,basic,2,0,3,8,Tue,1,0,low,1.2,0
44,basic,2,0,60,19,Thu,5,1,medium,6.9,0
36,basic,2,0,63,6,Fri,5,0,low,9.5,1
43,basic,1,0,112,12,Sun,2,1,medium,10.8,0
18,vip,1,0,58,8,Sun,4,1,medium,10.6,0
32,basic,1,1,124,11,Wed,4,1,low,4.2,1
24,basic,3,1,60,13,Fri,2,1,low,18.7,1
25,basic,2,1,36,17,Mon,2,0,medium,5.5,0
45,basic,3,1,97,18,Fri,2,1,low,11.8,0
28,basic,6,0,134,11,Sun,4,1,high,3.7,0
22,basic,2,0,36,13,Wed,4,1,low,5.0,0
32,vip,1,1,6,15,Thu,2,1,medium,4.0,1
22,vip,7,2,141,21,Sun,3,1,medium,18.4,1
53,vip,3,1,31,18,Sun,3,1,low,11.2,1
18,basic,1,0,122,13,Tue,3,1,medium,19.4,0
42,plus,1,0,167,9,Sun,3,1,medium,6.1,0
49,basic,1,0,41,17,Sun,3,0,low,5.9,1
39,plus,1,0,44,10,Wed,2,0,low,9.6,1
48,basic,18,2,10,12,Fri,5,0,medium,8.8,0
39,basic,1,0,158,19,Thu,4,1,high,13.6,1
35,vip,1,0,79,18,Fri,2,1,low,17.8,0
18,vip,9,2,23,17,Sat,1,1,low,11.8,1
30,vip,8,0,58,19,Tue,3,1,medium,6.0,0
59,plus,1,0,62,18,Sun,3,1,high,10.4,0
22,vip,1,0,134,6,Fri,3,1,low,9.5,0
39,plus,8,1,1,15,Thu,4,1,low,4.6,1
25,plus,1,0,164,12,Mon,5,1,low,11.8,0
47,basic,1,1,91,16,Thu,1,1,low,5.1,1
36,plus,3,1,159,16,Thu,5,1,low,11.6,1
39,basic,5,1,43,7,Tue,3,0,low,8.2,0
36,basic,2,0,23,12,Fri,4,0,high,4.9,0
46,plus,1,0,70,17,Fri,4,1,low,2.5,0
38,vip,1,1,29,20,Tue,3,1,medium,13.1,1
18,basic,5,2,125,18,Sun,2,1,low,6.2,1
25,basic,6,0,124,19,Sat,4,1,low,6.6,0
30,vip,1,0,66,7,Sat,4,0,low,9.5,1
28,basic,6,0,2,12,Fri,4,0,high,3.0,1
27,basic,4,2,61,18,Thu,4,0,medium,5.9,1
41,basic,1,0,38,13,Fri,3,1,low,5.8,0
18,basic,6,1,40,18,Wed,4,0,low,10.3,1
18,basic,1,0,111,19,Sun,3,1,low,5.1,0
30,plus,2,0,32,15,Tue,3,1,medium,8.9,0
43,basic,2,0,78,18,Sat,3,1,low,0.4,1
31,plus,4,1,20,20,Fri,4,1,medium,11.3,0
30,plus,6,1,8,13,Tue,3,1,medium,2.2,0
23,plus,4,1,8,20,Sat,3,1,low,7.7,1
48,plus,4,0,62,8,Fri,4,1,medium,4.0,0
46,vip,1,0,55,8,Sun,3,1,medium,6.9,1
58,plus,7,0,18,13,Sat,2,1,low,5.9,0
67,basic,10,2,45,7,Wed,1,1,low,9.8,0
30,basic,2,1,69,20,Wed,4,0,medium,5.3,1
39,basic,3,0,121,18,Tue,2,1,low,3.0,0
34,basic,1,1,109,14,Sun,3,1,low,2.8,1
36,vip,1,0,31,7,Wed,1,0,low,8.3,0
24,basic,1,0,50,14,Wed,2,0,medium,16.4,1
39,vip,6,0,93,12,Sat,2,1,medium,4.5,0
54,basic,5,1,64,18,Mon,4,1,medium,13.7,0
40,basic,2,2,2,7,Thu,4,0,low,7.4,1
34,basic,4,1,26,20,Thu,2,1,medium,9.5,1
39,basic,5,2,20,15,Tue,5,1,medium,0.1,0
59,plus,5,1,59,20,Thu,3,1,low,10.6,1
37,basic,3,0,35,18,Mon,3,1,medium,5.0,0
39,basic,2,0,3,20,Fri,3,0,low,17.5,0
32,vip,4,1,65,19,Sun,1,1,low,5.3,0
48,plus,2,1,44,11,Fri,5,1,medium,2.9,0
59,plus,8,3,151,19,Fri,3,1,medium,10.1,1
40,basic,5,0,154,9,Sun,3,1,low,7.9,0
49,basic,3,0,140,10,Sat,4,0,low,12.6,0
28,vip,5,0,57,14,Wed,2,1,low,10.9,0
25,vip,6,2,49,18,Tue,5,1,low,7.6,0
45,plus,2,1,145,18,Mon,3,0,medium,13.3,1
36,vip,2,0,22,8,Thu,5,0,low,10.8,0
32,basic,1,0,48,16,Sun,2,1,high,16.8,0
43,plus,2,0,108,17,Wed,2,1,low,3.8,0
45,basic,4,0,64,13,Mon,5,1,high,7.1,0
38,plus,10,4,9,14,Tue,4,1,low,10.7,1
20,basic,1,0,43,20,Thu,4,1,low,7.0,0
42,basic,3,0,116,19,Wed,4,0,low,4.6,0
33,basic,7,0,137,19,Wed,3,1,low,7.2,1
44,vip,1,0,25,15,Sun,1,1,medium,4.3,0
35,basic,2,0,15,8,Sun,2,0,medium,5.1,1
38,plus,2,1,3,19,Mon,5,0,low,3.9,1
19,plus,4,2,83,12,Sat,4,1,low,8.3,1
36,basic,1,0,2,8,Sat,2,0,low,9.6,0
35,basic,7,1,1,9,Mon,2,0,medium,6.6,1
42,vip,4,1,70,15,Thu,3,0,low,4.9,1
24,basic,4,0,26,17,Tue,3,1,low,5.7,0
18,basic,1,0,1,14,Sat,2,0,low,8.5,1
32,basic,5,1,25,13,Sat,5,1,high,12.5,0
30,basic,8,0,51,18,Thu,4,0,low,2.3,1
27,basic,4,0,29,8,Sat,2,1,medium,3.4,0
53,vip,5,1,27,13,Thu,5,1,medium,11.0,1
34,basic,2,0,159,15,Mon,3,0,medium,7.6,0
25,basic,6,0,63,8,Fri,4,1,low,7.4,1
35,basic,2,0,140,18,Sat,3,1,low,11.3,0
38,plus,7,3,72,18,Sun,3,0,low,9.8,1
56,vip,1,0,28,7,Fri,5,0,medium,8.6,0
45,basic,1,0,88,9,Sun,4,1,medium,6.5,0
36,plus,4,1,28,21,Sat,1,0,low,9.5,1
35,plus,1,0,71,10,Wed,3,1,medium,8.4,1
51,plus,3,0,1,19,Sat,5,0,high,7.7,0
37,vip,1,0,10,18,Mon,2,1,low,1.6,0
33,basic,10,2,72,8,Wed,3,1,low,2.7,0
36,basic,1,1,33,8,Sun,2,1,medium,4.2,1
67,basic,4,2,19,15,Tue,5,1,medium,12.8,1
36,basic,4,2,28,19,Tue,2,1,medium,12.7,1
34,plus,2,0,0,18,Tue,5,0,low,1.7,0
43,basic,2,0,45,8,Fri,4,1,low,13.1,1
48,basic,9,1,43,9,Tue,2,1,low,17.1,0
51,basic,1,0,4,17,Fri,4,0,low,11.5,0
46,basic,1,0,20,16,Wed,3,1,low,13.9,1
45,plus,5,2,21,8,Thu,1,1,low,11.8,0
40,vip,10,1,115,20,Tue,4,0,low,20.1,1
48,basic,10,1,124,18,Wed,2,0,medium,17.3,1
38,plus,3,0,1,7,Sun,5,0,medium,8.2,0
24,basic,2,0,62,13,Sun,3,0,low,4.9,0
23,basic,5,1,111,13,Tue,4,1,low,2.2,0
23,basic,2,0,146,9,Wed,4,1,low,9.8,1
46,plus,8,2,0,21,Sun,2,0,low,12.9,0
25,basic,1,0,12,19,Tue,4,1,low,14.2,1
32,basic,2,0,33,7,Wed,3,0,low,19.4,1
42,plus,2,0,112,20,Sun,4,1,low,6.5,0
34,basic,1,0,18,10,Fri,2,1,medium,9.3,0
41,basic,2,0,41,18,Tue,3,1,medium,15.7,1
40,basic,8,1,31,17,Sun,4,1,low,4.2,0
45,vip,1,0,47,18,Sat,3,1,low,8.9,0
53,basic,2,0,50,17,Thu,4,1,low,16.6,0
64,basic,4,0,142,16,Sun,3,0,low,12.7,0
32,plus,1,0,142,20,Wed,5,0,low,8.9,1
48,basic,7,0,17,18,Mon,3,1,low,7.0,0
32,basic,5,1,35,7,Tue,2,1,low,13.9,1
46,basic,1,0,3,18,Wed,1,0,low,9.4,1
53,basic,3,0,164,16,Thu,4,1,low,11.4,0
42,plus,3,0,72,7,Sat,4,1,low,4.3,0
36,plus,1,0,69,10,Sat,5,0,medium,5.2,0
26,vip,2,0,19,14,Fri,4,1,medium,0.1,0
24,basic,3,0,147,13,Thu,3,1,medium,6.2,0
48,plus,1,0,52,11,Wed,2,1,low,4.9,0
24,basic,1,1,54,19,Tue,4,1,low,14.2,1
45,plus,6,2,75,6,Sun,2,0,medium,13.2,1
30,plus,2,0,61,8,Thu,3,1,low,3.0,0
26,basic,2,0,3,20,Thu,4,0,medium,12.0,0
41,basic,1,0,3,19,Fri,2,0,medium,3.8,0
33,vip,6,1,61,17,Fri,5,1,medium,11.2,1
46,plus,5,1,31,10,Thu,4,0,medium,15.0,0
37,plus,1,0,47,15,Thu,5,1,medium,16.4,1
32,plus,2,0,23,11,Sat,4,1,low,19.1,1
31,basic,1,0,46,9,Thu,2,1,low,5.0,1
35,basic,1,0,123,19,Wed,3,1,low,11.9,0
45,basic,3,1,54,11,Mon,4,1,medium,12.3,0
52,basic,4,0,50,15,Sun,1,1,medium,4.0,0
32,plus,1,1,22,19,Thu,2,0,medium,5.0,1
18,basic,1,1,44,13,Thu,3,1,high,10.2,1
40,basic,6,2,2,19,Thu,5,0,medium,5.6,0
18,plus,12,3,2,14,Mon,4,0,low,9.3,0
58,basic,1,0,0,13,Sat,5,0,low,6.5,1
46,vip,1,0,11,9,Fri,4,0,low,6.6,0
51,plus,4,1,5,12,Sun,2,0,medium,5.8,1
32,basic,3,1,46,18,Thu,2,1,medium,15.2,1
25,basic,1,1,55,7,Sat,1,0,low,9.0,1
58,basic,2,1,106,11,Fri,4,1,medium,11.0,1
61,vip,4,0,3,21,Sun,3,0,low,7.5,0
39,vip,1,0,76,15,Tue,3,0,medium,6.3,0
37,plus,3,2,11,15,Sun,2,1,low,12.7,1
24,basic,1,0,66,16,Fri,3,1,low,9.0,0
39,basic,8,2,12,19,Sun,1,1,low,0.1,1
50,basic,1,0,167,21,Mon,5,1,low,11.8,1
50,basic,6,2,64,20,Thu,4,1,medium,9.5,1
19,vip,3,0,19,16,Sat,2,1,low,5.8,1
45,basic,2,1,30,14,Thu,4,0,low,2.4,0
33,plus,1,0,18,20,Sat,1,1,medium,2.3,1
46,basic,2,0,80,15,Mon,3,1,medium,1.3,0
37,basic,7,0,51,9,Sun,4,1,medium,8.4,0
45,basic,2,0,0,15,Sun,3,0,low,9.1,0
38,basic,4,1,91,11,Tue,2,1,low,9.4,1
45,basic,3,1,111,13,Thu,2,0,low,3.3,1
23,plus,8,1,12,21,Mon,5,1,low,8.7,1
37,plus,2,1,17,14,Thu,3,0,low,5.8,0
26,vip,1,1,100,18,Wed,2,0,medium,17.6,1
67,basic,6,2,5,12,Tue,5,0,low,11.8,0
42,vip,1,0,69,8,Sat,5,1,low,4.6,0
30,vip,5,1,20,15,Wed,4,1,medium,6.2,1
18,vip,2,1,32,16,Wed,4,0,medium,11.1,1
47,plus,3,1,53,11,Fri,4,1,medium,1.5,0
34,basic,3,0,63,7,Fri,4,0,low,2.7,1
25,plus,2,0,55,10,Fri,5,1,low,3.9,1
29,basic,3,0,4,11,Sat,3,0,low,4.3,1
20,basic,7,1,126,12,Sun,2,1,medium,9.8,0
42,basic,1,1,59,17,Mon,4,0,low,4.6,1
34,basic,4,0,28,13,Mon,5,1,high,3.2,0
21,vip,1,0,65,19,Fri,2,1,low,5.5,0
31,basic,2,0,152,10,Wed,3,1,low,12.0,0
46,basic,2,0,67,17,Thu,2,0,low,1.1,1
24,plus,1,0,157,12,Wed,1,0,low,7.3,1
42,vip,8,0,168,12,Sun,2,0,medium,10.2,1
20,basic,4,1,61,16,Sat,4,1,low,7.1,1
32,plus,3,0,75,19,Wed,5,1,high,7.3,0
38,plus,5,0,48,16,Mon,2,1,low,16.8,0
47,basic,2,0,3,21,Wed,3,0,high,6.1,0
48,basic,2,0,153,16,Fri,3,1,medium,2.7,1
41,basic,2,0,120,17,Sat,3,1,low,12.4,0
44,basic,2,2,84,18,Sun,1,1,low,4.2,1
55,basic,3,0,39,6,Sat,4,1,medium,12.2,0
26,basic,3,0,104,10,Mon,4,1,low,2.0,0
40,plus,5,1,60,15,Sat,4,1,high,14.7,1
59,basic,2,1,66,19,Wed,4,0,low,0.7,1
27,vip,6,1,4,18,Sun,3,0,high,11.6,0
33,basic,4,2,41,19,Mon,4,1,low,7.7,0
50,plus,4,1,16,17,Thu,4,0,medium,7.6,0
30,vip,2,1,66,12,Mon,2,0,medium,6.5,0
52,basic,3,0,126,19,Wed,5,1,high,4.1,0
32,basic,1,0,2,10,Wed,5,0,low,10.4,1
36,basic,4,0,47,13,Fri,4,1,low,9.0,0
25,basic,11,1,46,13,Fri,4,1,low,6.6,0
58,basic,1,0,34,11,Thu,3,1,low,4.1,1
44,basic,3,0,3,11,Tue,2,0,low,5.7,0
36,basic,7,0,37,15,Sat,4,1,high,4.1,0
31,vip,2,1,7,20,Wed,5,1,low,10.6,0
40,plus,1,0,1,12,Sat,5,0,low,3.5,0
34,basic,1,1,52,12,Wed,4,1,low,9.8,1
25,basic,2,0,121,7,Sun,2,1,medium,13.0,0
30,vip,6,1,108,11,Fri,5,1,medium,7.6,1
35,plus,4,0,25,18,Mon,2,1,low,6.5,0
22,basic,3,0,113,18,Wed,4,1,low,4.8,0
39,plus,2,0,74,20,Sun,5,1,medium,4.4,0
35,basic,2,0,137,12,Thu,4,1,low,12.2,1
18,basic,2,0,63,21,Sat,2,1,medium,13.8,0
38,basic,2,0,32,19,Fri,2,1,low,8.2,0
39,plus,6,0,14,17,Sat,2,1,low,11.7,0
42,basic,8,0,139,19,Sat,3,0,low,7.5,0
60,basic,3,1,51,13,Thu,5,1,medium,9.7,0
18,plus,1,0,128,10,Sat,3,1,low,4.9,0
42,plus,1,0,13,13,Sat,2,1,low,3.6,1
58,plus,1,1,76,20,Tue,4,1,low,12.7,1
36,vip,4,0,65,14,Mon,4,1,low,10.3,0
43,plus,1,1,122,19,Fri,2,1,low,5.9,1
42,vip,7,1,129,18,Sun,2,1,low,1.2,0
45,basic,1,0,3,18,Wed,5,0,medium,15.0,0
48,basic,13,1,49,18,Wed,3,1,low,7.9,0
27,basic,1,0,5,20,Wed,5,0,low,4.7,0
41,basic,1,0,120,17,Sat,3,1,low,12.8,0
48,basic,8,0,8,19,Mon,3,1,medium,6.1,1
46,plus,2,1,47,10,Sun,5,1,medium,11.3,1
32,basic,1,0,84,16,Wed,3,1,low,6.9,0
46,plus,6,2,14,6,Fri,3,0,high,12.4,1
29,basic,1,0,28,12,Wed,4,1,low,1.9,0
18,basic,2,0,57,10,Sun,5,1,high,10.7,0
18,basic,3,0,102,19,Fri,2,0,medium,6.9,0
38,basic,6,1,62,13,Wed,4,1,low,8.4,0
22,basic,4,0,85,6,Sat,3,0,high,0.3,0
29,plus,5,0,35,8,Sat,2,0,medium,4.0,0
37,plus,3,0,59,17,Fri,5,0,medium,10.1,0
46,basic,6,3,48,13,Fri,3,1,low,8.7,0
35,plus,1,0,2,16,Tue,2,0,medium,13.4,0
33,basic,3,2,74,17,Fri,4,1,low,9.8,1
39,basic,7,1,2,13,Mon,3,0,low,10.0,1
21,plus,1,0,71,12,Sun,1,1,medium,5.7,1
46,basic,3,0,139,13,Wed,3,1,low,12.5,0
33,plus,2,0,22,17,Fri,3,1,medium,5.7,0
32,vip,3,0,159,13,Tue,3,1,medium,8.7,0
58,plus,8,0,47,8,Thu,3,0,low,7.6,0
30,plus,4,0,37,16,Sat,4,1,low,9.9,0
31,plus,1,0,142,19,Sun,5,1,medium,3.5,0
30,vip,2,0,53,18,Fri,2,1,low,10.5,0
54,basic,5,0,69,15,Sun,3,1,medium,8.9,0
36,basic,1,0,20,12,Mon,2,1,low,9.1,1
37,vip,2,0,24,21,Mon,5,0,low,1.9,0
34,basic,1,0,42,15,Sun,3,0,low,5.6,0
48,basic,3,1,28,19,Wed,4,1,low,5.1,1
44,basic,1,0,2,17,Sat,2,0,low,5.0,0
30,basic,2,0,1,13,Tue,3,0,medium,8.5,0
33,basic,1,0,14,20,Mon,1,0,low,11.9,0
34,basic,2,1,6,19,Wed,4,0,low,8.7,1
36,vip,1,0,134,6,Wed,2,1,low,9.3,1
25,basic,5,1,166,15,Sun,1,1,medium,11.8,1
28,basic,1,0,123,11,Mon,4,1,low,4.3,0
18,vip,4,0,66,18,Sat,4,1,medium,6.3,1
42,basic,4,1,1,18,Thu,4,0,low,5.4,1
53,basic,3,0,118,19,Mon,2,1,high,14.5,0
35,plus,1,0,55,21,Fri,4,0,medium,11.5,0
51,basic,4,0,90,6,Sat,3,0,low,8.5,0
36,vip,2,0,5,10,Wed,5,0,low,10.8,0
41,basic,2,0,88,19,Sat,1,1,medium,6.6,0
28,vip,1,0,6,12,Tue,5,1,low,10.6,0
40,vip,13,2,95,19,Fri,2,1,medium,19.9,0
28,plus,2,0,72,20,Mon,4,1,low,1.0,0
33,basic,1,0,127,9,Fri,3,1,low,9.2,0
48,basic,2,0,125,14,Wed,4,1,medium,6.8,1
45,basic,4,0,56,15,Sun,3,1,medium,3.3,0
54,basic,2,0,1,13,Fri,3,0,high,6.0,1
25,vip,4,0,51,20,Mon,1,0,medium,5.1,0
36,vip,2,0,64,11,Wed,2,1,low,13.1,1
35,plus,2,0,92,10,Sat,5,0,medium,11.2,0
38,basic,3,0,11,21,Thu,5,1,low,4.9,0
18,plus,3,2,52,10,Sat,1,1,low,5.1,0
30,basic,1,0,7,19,Thu,5,0,medium,7.6,1
50,basic,4,2,21,20,Tue,3,0,low,5.3,1
55,plus,1,0,136,10,Sun,4,1,medium,2.7,0
54,basic,5,1,65,8,Sat,5,1,high,2.9,1
33,basic,3,0,70,18,Wed,5,1,low,10.5,0
36,plus,2,0,1,20,Sun,3,0,low,1.4,0
39,plus,4,0,53,19,Sat,1,0,medium,9.8,0
20,plus,3,0,5,9,Thu,4,0,low,6.4,0
38,basic,3,0,57,19,Sun,5,1,low,9.4,0
58,basic,6,0,36,17,Fri,3,0,low,1.5,0
40,vip,14,2,1,16,Sat,2,0,low,16.2,1
31,plus,2,0,21,10,Tue,5,1,low,4.9,0
67,basic,5,2,13,11,Tue,5,1,low,13.2,1
32,plus,1,0,70,14,Tue,5,1,low,15.0,0
47,basic,4,0,76,13,Thu,3,1,medium,1.7,0
19,basic,1,0,70,16,Tue,2,1,medium,9.1,1
27,basic,2,1,2,18,Fri,2,1,low,6.5,0
43,plus,1,0,56,17,Tue,3,1,low,10.3,0
45,vip,6,2,8,18,Thu,2,1,medium,13.0,0
46,basic,2,1,56,19,Thu,2,1,medium,8.8,1
55,basic,2,1,27,18,Fri,2,1,medium,9.1,1
18,plus,2,0,18,19,Tue,4,0,low,6.9,0
39,plus,3,0,161,16,Mon,5,1,low,8.1,0
48,basic,14,1,17,13,Wed,5,0,medium,10.3,0
47,plus,3,0,23,6,Thu,3,1,low,6.6,0
30,vip,1,0,97,12,Sat,4,1,low,1.8,0
34,basic,1,0,119,15,Wed,1,0,low,12.6,0
36,plus,1,0,10,20,Thu,2,1,low,1.9,0
18,plus,3,1,34,17,Tue,1,1,high,8.8,0
59,plus,2,0,40,14,Mon,4,0,low,8.9,0
35,vip,6,1,6,20,Fri,3,0,medium,12.1,0
33,plus,1,0,41,18,Thu,4,1,medium,1.5,0
50,basic,2,1,70,18,Wed,5,0,low,9.1,0
23,basic,5,1,54,9,Thu,2,0,low,8.3,0
26,plus,9,5,92,12,Thu,3,1,low,5.3,1
34,basic,2,1,27,11,Wed,3,0,low,9.3,1
18,plus,7,1,30,17,Fri,4,1,low,10.2,0
30,plus,1,0,3,6,Wed,5,0,medium,13.4,0
46,vip,2,1,6,18,Sun,1,0,low,0.6,0
18,plus,1,0,9,13,Sat,2,1,low,14.9,0
45,basic,3,0,27,13,Sat,2,1,low,1.6,1
59,basic,1,1,6,8,Sun,2,0,medium,1.9,1
23,basic,1,0,4,12,Thu,4,0,low,2.9,0
58,plus,5,0,67,18,Sun,3,1,low,3.6,1
27,basic,5,1,84,7,Fri,2,0,low,2.2,1
53,plus,1,0,48,13,Sat,1,1,low,11.7,1
34,basic,1,0,129,21,Tue,3,1,high,16.5,0
58,basic,2,0,20,7,Tue,4,1,medium,6.1,1
45,basic,4,1,14,14,Sun,3,1,low,9.6,1
44,basic,1,0,106,20,Mon,5,1,low,2.9,0
45,plus,4,1,57,16,Sat,2,1,high,4.8,0
50,plus,5,1,3,12,Fri,4,0,low,5.3,0
56,plus,1,0,1,16,Sat,4,1,low,9.6,1
45,plus,2,0,162,7,Fri,2,1,low,10.8,1
45,basic,1,0,20,15,Mon,3,1,medium,5.0,0
42,basic,2,0,24,13,Fri,2,0,medium,1.5,1
18,basic,1,0,9,20,Thu,4,0,medium,3.3,1
25,plus,1,0,2,20,Wed,4,0,medium,3.6,0
55,vip,5,0,2,19,Tue,4,0,low,10.8,1
41,basic,3,0,39,13,Wed,5,1,medium,15.2,0
58,basic,4,0,39,12,Wed,1,0,low,5.4,0
29,plus,2,1,29,12,Tue,2,0,low,17.1,1
23,basic,4,0,21,12,Fri,5,1,low,11.4,0
36,basic,1,0,1,12,Thu,5,0,low,2.6,0
45,plus,1,0,44,11,Wed,3,1,low,4.1,1
44,basic,1,0,2,15,Wed,3,0,medium,12.8,0
