age,membership_tier,bookings_30d,late_cancels_30d,lead_time_hours,class_start_hour,day_of_week,instructor_pop,received_reminder,rain_risk,distance_km,no_show_next_class
43,basic,7,1,61,6,Fri,2,0,medium,5.0,0
40,vip,7,1,50,6,Wed,5,1,low,5.4,0
55,basic,6,0,56,19,Sat,2,1,medium,13.5,1
39,plus,7,0,17,8,Fri,3,1,low,2.1,0
39,basic,1,0,17,12,Sun,3,1,low,7.8,0
29,basic,2,0,81,15,Wed,3,1,medium,11.9,1
27,basic,7,0,4,17,Tue,4,0,low,2.3,1
25,plus,3,0,141,13,Thu,4,1,low,7.0,1
20,basic,1,1,120,20,Fri,3,1,low,6.0,0
46,plus,2,0,22,19,Thu,5,1,low,6.1,0
42,basic,4,0,25,19,Fri,5,1,medium,6.1,0
37,basic,4,0,21,20,Fri,2,1,medium,6.7,0
29,vip,2,0,42,20,Tue,5,0,low,11.0,0
38,plus,2,0,115,7,Wed,3,1,medium,6.5,1
44,vip,4,0,48,20,Sat,3,0,low,12.8,0
45,plus,4,0,140,14,Thu,3,1,medium,1.9,1
37,basic,3,0,22,15,Tue,2,1,low,5.1,0
43,basic,4,0,33,16,Sun,2,0,medium,13.7,1
35,basic,4,0,49,19,Wed,4,0,low,4.0,0
48,basic,8,1,0,20,Mon,4,0,low,6.4,0
41,basic,4,0,64,17,Wed,5,1,low,13.4,1
56,plus,6,0,45,13,Sat,5,0,high,17.5,1
41,vip,1,0,26,21,Sun,3,1,low,9.9,0
49,plus,1,0,92,17,Mon,5,1,low,3.2,0
25,plus,8,0,35,16,Mon,3,0,medium,8.6,0
35,basic,1,0,1,6,Fri,2,0,medium,8.6,0
53,plus,1,0,74,11,Sun,5,0,low,3.6,1
50,basic,3,0,44,18,Tue,2,1,medium,10.2,1
48,basic,10,1,7,19,Mon,4,1,medium,9.3,0
39,plus,1,0,42,19,Mon,4,1,low,14.2,0
36,basic,13,0,19,19,Wed,2,0,low,6.7,0
39,plus,2,0,29,13,Thu,4,1,low,12.2,1
36,basic,6,0,26,14,Wed,3,0,low,15.5,0
45,basic,12,3,88,14,Sun,1,1,low,4.3,1
57,basic,2,0,38,10,Fri,5,1,low,16.4,0
22,basic,1,0,64,13,Thu,3,1,medium,4.8,0
26,plus,1,0,102,12,Sat,4,0,low,17.6,1
44,vip,5,0,1,13,Thu,3,0,medium,13.5,0
37,plus,6,0,49,8,Tue,3,1,low,5.7,0
18,basic,1,0,70,21,Sat,4,1,medium,4.9,1
31,basic,7,0,44,6,Sat,3,1,low,4.4,1
30,basic,1,0,28,19,Wed,4,1,low,7.2,0
35,basic,1,0,7,18,Tue,5,0,low,10.1,0
38,basic,9,0,110,11,Fri,5,1,low,12.0,1
46,basic,1,0,50,18,Tue,5,0,low,2.8,1
44,plus,2,1,6,10,Sat,4,1,low,15.9,0
37,basic,2,0,3,12,Sat,3,0,medium,3.3,0
35,basic,9,1,19,20,Fri,3,0,medium,6.8,0
43,vip,2,1,5,18,Sat,2,0,low,3.7,0
39,plus,3,0,13,19,Fri,2,0,low,0.5,0
38,basic,1,0,1,18,Fri,4,0,low,13.5,1
40,plus,1,0,126,9,Tue,3,0,medium,1.9,0
45,basic,1,0,11,12,Fri,2,1,low,11.5,0
18,basic,4,1,135,13,Sat,5,1,low,2.6,0
30,plus,2,0,24,10,Thu,4,1,medium,3.5,0
44,plus,11,0,50,13,Fri,2,1,low,7.8,1
39,vip,2,0,73,14,Thu,5,1,low,11.4,1
48,plus,2,0,53,8,Sat,5,1,medium,6.0,0
29,plus,1,0,44,19,Tue,5,1,low,6.0,0
25,plus,4,0,55,19,Thu,2,1,low,11.4,1
21,basic,2,0,15,18,Tue,3,1,low,14.0,0
43,basic,2,0,5,16,Fri,4,0,low,4.5,0
35,plus,1,0,53,20,Wed,3,1,high,16.9,0
44,basic,1,0,161,17,Sun,4,1,high,4.2,1
26,basic,7,0,34,11,Thu,4,1,medium,5.9,1
38,plus,7,0,11,21,Sat,3,1,medium,7.6,0
18,plus,3,0,20,13,Sun,5,1,medium,4.8,0
35,plus,1,0,4,19,Wed,5,0,low,7.1,0
37,plus,4,0,32,6,Sun,4,1,low,5.9,0
44,basic,3,0,74,17,Sun,5,1,low,4.9,1
46,basic,7,0,35,15,Sun,2,1,low,5.6,0
18,plus,3,0,49,12,Mon,5,0,low,6.4,0
41,plus,1,0,88,15,Thu,3,0,low,7.2,0
39,plus,3,0,109,19,Tue,2,1,low,1.7,0
39,plus,1,0,5,12,Fri,2,0,low,6.6,0
34,basic,3,0,40,20,Sat,4,0,low,11.3,0
33,basic,3,0,145,8,Sat,2,0,high,9.4,1
29,vip,3,0,2,8,Tue,5,0,medium,13.1,0
45,plus,2,0,123,14,Mon,4,1,low,6.1,1
25,basic,9,0,138,21,Fri,1,1,medium,1.5,0
53,basic,1,0,18,7,Sun,5,0,low,15.1,1
47,plus,2,0,18,18,Fri,3,1,medium,5.9,0
38,plus,3,0,66,7,Tue,2,1,low,7.4,1
61,basic,1,0,46,18,Tue,5,1,low,2.2,0
36,vip,3,0,17,13,Thu,3,1,low,9.3,0
41,plus,6,1,6,8,Fri,3,1,low,10.4,0
41,basic,3,0,2,13,Fri,2,0,high,2.3,0
47,plus,1,0,85,20,Mon,2,1,low,5.3,0
42,basic,1,0,0,13,Tue,5,0,low,4.7,0
43,basic,1,0,24,10,Mon,3,1,medium,7.0,0
33,plus,4,0,7,21,Fri,4,1,low,17.4,0
46,vip,2,0,96,8,Mon,3,1,medium,6.2,1
45,basic,2,0,5,8,Sun,4,0,medium,2.9,0
48,basic,1,0,138,8,Tue,4,0,low,11.9,1
48,basic,6,1,0,17,Mon,4,0,medium,5.1,0
45,plus,1,0,164,21,Sun,2,0,low,2.3,1
20,basic,1,0,60,18,Tue,1,1,medium,6.0,1
47,vip,2,0,133,21,Fri,5,1,medium,1.0,0
37,basic,3,0,32,11,Fri,4,1,low,4.5,0
36,basic,3,0,3,13,Wed,3,0,medium,8.0,1
54,basic,5,0,32,21,Tue,3,0,medium,4.4,1
44,basic,1,0,5,13,Sun,5,0,medium,6.6,1
48,vip,1,0,70,13,Tue,5,1,medium,5.7,0
33,basic,3,1,60,16,Sat,4,1,medium,4.3,0
34,basic,4,0,49,19,Thu,2,0,low,4.6,1
32,basic,2,0,3,17,Mon,2,0,medium,7.7,1
34,plus,10,0,2,10,Sun,4,0,low,8.7,0
57,plus,1,0,7,16,Sat,3,1,low,7.8,1
38,vip,1,0,54,18,Wed,4,1,low,3.3,0
27,basic,2,0,112,16,Tue,1,1,low,4.8,0
34,basic,1,0,19,19,Mon,4,1,low,7.5,1
53,plus,4,3,7,16,Sun,4,1,low,10.1,0
41,plus,4,0,1,14,Thu,3,0,low,13.3,1
23,plus,1,0,131,19,Sun,3,1,low,8.0,0
45,plus,1,0,105,18,Sun,5,1,high,9.6,1
48,basic,1,0,168,10,Fri,4,1,low,8.0,1
30,basic,3,0,25,13,Wed,5,1,low,6.5,0
25,basic,1,0,121,13,Fri,3,0,low,10.7,1
43,basic,5,0,53,12,Fri,4,1,medium,11.4,1
37,vip,2,0,2,17,Sun,4,0,medium,0.1,0
46,plus,2,0,63,17,Wed,4,1,low,3.9,1
18,plus,3,0,35,12,Wed,5,0,low,3.0,0
41,plus,7,0,14,12,Sun,1,1,low,10.7,0
18,basic,1,0,130,13,Thu,2,0,low,11.6,0
41,plus,8,1,59,15,Sat,5,1,low,7.2,0
50,plus,2,0,25,18,Tue,1,1,medium,1.7,0
34,basic,14,0,54,8,Fri,5,1,low,7.5,1
37,vip,1,0,1,18,Tue,5,0,low,14.6,1
38,plus,5,0,25,9,Fri,4,1,medium,10.8,1
39,basic,2,0,113,20,Thu,2,0,low,5.7,1
37,basic,7,0,56,7,Wed,4,1,low,6.6,1
18,plus,1,0,61,19,Tue,4,1,medium,7.4,0
45,vip,2,0,48,20,Mon,2,1,low,4.6,1
59,basic,6,1,0,8,Sun,4,0,medium,9.9,0
40,basic,6,0,56,15,Sat,5,1,low,3.4,0
34,plus,1,0,51,18,Tue,5,1,low,6.7,0
32,plus,2,0,23,8,Wed,3,0,low,3.3,0
34,basic,4,0,51,13,Sun,4,1,low,15.3,0
43,basic,1,0,46,6,Tue,5,1,medium,9.5,1
28,plus,4,0,51,7,Tue,3,0,low,14.0,0
37,basic,2,0,117,11,Mon,3,1,high,2.0,0
50,basic,6,0,149,9,Wed,3,1,low,0.5,0
18,vip,4,0,60,9,Tue,4,1,low,6.6,0
52,vip,1,0,81,16,Tue,4,1,medium,4.5,0
51,basic,2,0,8,13,Sat,3,1,low,3.1,0
45,plus,2,0,110,18,Sun,3,1,low,8.5,0
62,plus,1,0,6,19,Fri,1,0,low,3.4,0
41,plus,10,1,10,9,Sat,4,1,low,8.8,0
29,plus,2,0,57,16,Fri,4,1,low,11.4,0
43,basic,6,0,39,19,Sun,4,1,medium,8.9,1
43,vip,1,0,77,9,Tue,5,0,medium,3.4,0
47,plus,5,0,102,17,Tue,4,1,low,0.1,0
51,basic,3,0,55,10,Sun,4,1,medium,3.2,0
71,basic,3,0,66,20,Wed,4,1,medium,10.6,0
34,basic,2,1,162,19,Tue,5,0,medium,3.9,0
38,plus,6,0,7,15,Sat,3,1,medium,9.7,0
38,plus,4,0,52,18,Fri,3,1,low,11.2,0
48,basic,5,0,67,20,Wed,3,1,low,2.4,0
34,plus,2,0,46,18,Fri,3,1,medium,4.6,0
34,basic,2,0,49,7,Wed,3,1,medium,8.5,1
25,plus,6,0,133,11,Tue,2,0,high,12.1,0
39,basic,1,0,3,14,Tue,2,0,medium,2.4,0
50,plus,6,0,10,19,Wed,4,1,low,3.8,0
47,plus,3,0,4,13,Tue,3,0,low,7.7,1
40,plus,4,0,30,8,Wed,3,0,low,16.1,0
37,basic,2,0,51,19,Tue,5,1,low,1.3,0
45,vip,6,1,141,19,Mon,4,1,low,5.4,1
55,basic,1,0,2,8,Sat,3,0,medium,0.1,1
24,basic,4,1,36,18,Thu,4,1,medium,13.8,0
57,basic,4,0,6,11,Tue,3,1,low,10.5,0
45,basic,8,0,34,8,Thu,3,1,high,8.6,0
47,basic,8,0,117,18,Mon,1,1,low,7.9,0
42,basic,5,0,1,13,Tue,2,0,low,11.3,0
45,basic,3,0,5,19,Sun,4,0,low,8.6,1
41,plus,1,0,107,18,Thu,2,0,low,9.1,0
36,vip,2,0,41,18,Thu,1,1,medium,3.9,0
34,plus,4,0,2,13,Sun,4,0,low,6.5,0
45,basic,1,0,3,11,Mon,4,0,medium,15.5,1
42,plus,4,0,35,18,Tue,5,1,low,7.0,0
34,vip,2,0,93,8,Fri,1,0,low,5.1,0
32,plus,1,0,10,21,Mon,1,1,low,2.3,1
18,plus,4,0,20,14,Thu,3,1,low,6.4,1
41,plus,3,0,3,13,Sun,2,0,low,7.5,0
37,plus,2,0,7,13,Sun,3,1,medium,3.6,0
37,plus,12,0,2,10,Sun,5,0,medium,4.9,0
33,basic,2,0,60,8,Sun,3,1,low,2.3,1
47,basic,1,0,1,10,Thu,5,0,low,3.3,1
38,basic,1,0,12,14,Thu,5,1,low,10.4,0
54,basic,5,0,123,13,Thu,2,1,low,5.4,0
44,basic,3,0,30,20,Mon,4,1,medium,8.5,0
34,basic,4,0,29,7,Sat,4,0,low,4.5,0
56,vip,10,1,37,11,Wed,2,1,low,17.8,0
46,plus,1,0,111,21,Sat,3,1,medium,9.9,1
41,basic,1,0,2,17,Fri,2,0,low,5.2,0
47,plus,3,0,94,13,Sat,5,1,medium,7.1,0
42,vip,2,0,49,14,Fri,4,1,low,1.4,1
46,basic,1,0,41,14,Sat,4,1,medium,3.4,0
34,basic,3,0,87,16,Sat,5,0,medium,9.7,1
32,basic,3,1,16,18,Sat,5,1,low,8.2,0
43,basic,1,0,18,19,Thu,5,1,low,6.6,1
31,plus,10,1,148,19,Sat,4,1,medium,13.7,0
41,plus,8,0,41,14,Sat,3,1,medium,10.5,1
34,basic,4,1,12,14,Wed,2,1,high,6.9,0
43,basic,16,1,146,11,Mon,4,1,medium,1.3,0
33,basic,1,0,108,11,Sun,3,1,high,2.3,0
39,plus,1,0,37,9,Sun,3,1,low,11.2,0
37,plus,4,0,35,19,Sun,3,1,low,12.2,1
54,basic,6,0,3,15,Fri,3,0,medium,4.1,0
25,basic,1,0,70,11,Fri,4,0,high,11.8,1
34,vip,1,0,59,11,Sat,4,1,medium,0.2,0
36,basic,2,0,13,21,Thu,2,1,low,9.0,1
34,basic,3,0,20,18,Tue,2,0,medium,7.3,1
46,plus,9,1,10,13,Tue,3,1,medium,6.9,0
68,basic,2,0,51,15,Sun,4,1,medium,9.8,1
37,plus,1,0,17,14,Tue,3,0,medium,7.2,0
47,plus,11,0,24,19,Tue,2,1,low,6.5,0
48,plus,1,0,15,15,Mon,4,1,high,10.0,0
47,plus,6,0,36,19,Thu,1,1,low,1.9,0
51,basic,2,0,30,19,Thu,5,1,low,0.8,0
32,basic,3,0,34,11,Mon,3,0,high,9.9,1
30,basic,2,0,42,18,Fri,4,1,high,10.1,1
54,basic,4,0,35,18,Thu,4,0,low,8.1,0
39,basic,5,0,40,18,Fri,4,0,low,17.0,1
18,basic,3,0,33,8,Fri,1,1,low,7.9,0
29,basic,1,0,44,13,Sun,5,1,medium,4.7,0
55,plus,2,0,140,12,Tue,4,1,low,7.0,0
41,plus,1,0,111,18,Tue,5,1,low,2.1,0
39,vip,3,0,163,11,Tue,3,1,medium,9.1,1
39,plus,1,0,7,8,Mon,4,1,medium,5.6,0
48,basic,2,0,140,17,Tue,4,0,low,15.6,1
51,basic,5,0,66,16,Wed,5,1,medium,2.3,1
26,basic,5,0,43,18,Sun,2,0,medium,9.3,1
33,plus,1,0,33,18,Mon,4,1,low,2.9,0
37,basic,2,0,41,13,Thu,4,1,low,14.7,0
45,plus,2,0,13,14,Thu,4,1,medium,5.7,1
63,plus,2,1,107,6,Fri,2,1,high,11.6,0
34,basic,2,0,101,7,Sat,3,1,low,7.9,0
50,plus,7,0,125,12,Sun,1,0,medium,4.2,1
35,basic,7,1,15,18,Wed,3,0,low,19.7,0
48,basic,7,1,18,18,Mon,3,1,medium,9.9,0
29,plus,1,0,65,19,Mon,4,1,low,4.9,0
25,basic,3,0,94,13,Thu,3,1,medium,13.2,1
33,plus,1,0,80,21,Thu,5,1,low,8.0,0
26,basic,4,0,165,15,Mon,4,1,medium,5.9,0
26,plus,7,0,65,6,Wed,4,1,low,7.9,0
41,plus,7,1,47,7,Fri,5,1,low,8.8,1
55,vip,4,0,125,20,Sat,3,0,low,13.1,0
39,plus,5,1,65,11,Wed,4,1,low,11.1,0
50,basic,2,0,55,7,Tue,4,1,medium,3.4,1
47,basic,6,0,113,18,Sun,2,1,low,12.2,0
18,plus,1,0,49,13,Wed,5,1,low,4.5,1
54,vip,7,0,140,17,Sat,2,1,medium,18.3,0
45,plus,6,0,103,17,Thu,3,0,low,6.4,1
18,plus,5,0,62,13,Fri,4,1,low,6.2,1
41,plus,3,0,2,14,Wed,2,0,medium,5.7,0
53,basic,4,0,17,14,Mon,3,1,low,17.6,1
35,basic,4,0,100,8,Sat,2,1,high,3.6,0
18,basic,1,0,3,19,Sat,5,0,low,15.5,0
47,plus,2,0,23,13,Fri,2,1,high,15.0,1
43,basic,3,0,1,14,Wed,4,0,medium,2.7,0
38,plus,6,0,36,13,Tue,3,1,low,8.4,1
29,basic,2,1,47,18,Tue,1,1,medium,6.3,0
37,vip,3,0,47,11,Thu,5,1,low,16.4,0
33,basic,2,0,71,9,Thu,3,1,low,3.3,0
25,basic,6,0,88,14,Sat,4,1,medium,9.2,0
33,basic,3,0,71,19,Sun,3,1,low,2.4,0
34,basic,2,0,22,15,Fri,1,1,medium,10.4,0
28,basic,2,0,7,13,Mon,1,1,low,3.3,0
26,basic,1,0,6,8,Thu,5,0,medium,8.8,0
42,vip,4,0,51,9,Thu,3,0,high,6.9,0
51,vip,1,0,21,18,Thu,3,0,low,12.9,0
34,basic,8,0,127,14,Sat,3,1,medium,8.2,1
19,basic,2,0,132,17,Tue,4,1,low,2.0,0
38,basic,7,0,108,10,Fri,5,1,medium,14.9,0
47,plus,3,0,20,8,Sat,3,0,high,15.7,1
47,plus,7,0,24,19,Sun,4,1,low,9.7,0
36,basic,2,0,19,18,Mon,1,0,low,12.5,0
25,basic,10,0,58,7,Mon,1,1,low,0.1,0
30,plus,1,1,37,7,Sat,4,1,low,4.8,0
50,basic,2,0,86,18,Thu,2,0,low,6.3,0
37,basic,4,0,48,15,Fri,3,1,medium,13.1,0
39,basic,3,0,1,7,Tue,2,0,low,11.2,0
50,basic,6,0,70,8,Tue,4,0,low,3.5,1
41,plus,3,1,151,16,Sat,5,1,medium,12.7,0
28,basic,2,1,24,20,Sat,1,1,medium,10.6,0
38,plus,1,0,23,8,Thu,4,1,low,8.1,0
54,vip,9,0,62,16,Wed,2,0,low,16.0,0
30,vip,6,0,38,18,Fri,4,1,low,0.1,0
33,basic,2,0,2,18,Thu,1,0,medium,2.4,0
36,basic,1,0,7,8,Tue,1,1,low,8.2,0
38,plus,5,0,55,17,Sat,2,1,low,10.0,0
46,plus,1,0,158,11,Mon,3,0,medium,1.7,0
38,plus,2,0,20,15,Tue,2,1,low,12.5,0
39,basic,1,0,0,20,Fri,4,0,low,3.9,0
18,plus,5,0,36,10,Thu,1,1,medium,6.9,0
45,plus,5,0,54,7,Sun,2,1,low,5.0,0
48,basic,1,0,3,20,Sat,4,0,low,6.4,0
50,basic,1,0,27,19,Sun,2,1,high,5.6,1
18,basic,4,0,114,18,Sun,2,1,medium,10.6,1
45,basic,3,0,37,6,Fri,3,1,low,18.6,0
44,plus,3,0,124,12,Fri,5,1,low,7.5,0
45,basic,4,0,158,19,Tue,5,1,medium,7.8,0
34,vip,2,0,144,7,Sun,2,1,medium,9.5,0
18,vip,6,1,15,21,Wed,3,1,medium,7.2,0
38,basic,2,0,15,12,Tue,5,1,medium,15.5,1
41,plus,6,1,30,12,Sat,1,0,low,15.0,1
21,basic,3,0,117,21,Sun,3,0,low,10.3,1
39,basic,5,0,95,13,Fri,4,0,low,4.1,1
68,plus,4,0,2,18,Wed,4,0,low,3.6,0
40,vip,1,0,60,6,Fri,2,1,high,9.1,0
18,plus,2,0,54,8,Sat,5,1,medium,8.5,0
37,basic,5,1,28,19,Fri,5,1,medium,11.1,0
38,basic,2,0,57,19,Fri,4,0,low,13.0,0
36,basic,3,0,1,19,Sun,4,0,low,1.3,1
38,basic,3,1,120,17,Fri,4,1,low,17.2,0
18,basic,1,0,52,12,Fri,3,1,medium,0.1,0
47,basic,6,0,8,18,Sun,4,1,medium,4.4,0
46,basic,2,0,35,8,Mon,4,1,medium,2.5,0
27,plus,1,0,55,21,Thu,3,0,low,2.7,0
36,basic,4,0,75,9,Mon,3,0,low,3.1,1
18,basic,5,0,50,9,Thu,3,1,low,6.8,0
50,basic,3,0,42,12,Mon,2,1,low,3.2,0
50,basic,3,0,39,19,Fri,5,1,medium,9.8,0
42,plus,2,0,31,18,Mon,2,1,medium,10.9,0
26,plus,3,0,72,13,Mon,3,1,medium,18.1,1
45,plus,6,0,55,13,Thu,3,1,medium,0.5,0
60,basic,3,0,8,13,Tue,3,1,low,8.2,0
27,basic,3,0,3,12,Wed,3,0,low,4.0,0
45,basic,3,0,10,18,Wed,3,1,low,5.7,1
42,basic,3,0,90,13,Fri,4,0,low,8.9,0
31,basic,1,0,23,16,Fri,4,1,low,3.2,1
37,plus,12,1,70,12,Mon,3,0,low,8.3,0
27,vip,2,1,3,12,Sat,1,0,low,9.9,0
22,plus,2,0,54,10,Sun,5,0,low,4.2,0
30,basic,1,0,31,15,Wed,5,1,low,7.8,0
45,basic,16,5,26,19,Fri,5,1,medium,4.5,1
25,plus,1,0,2,8,Wed,3,0,low,7.2,1
36,plus,1,0,33,12,Tue,3,1,low,4.6,0
33,basic,1,0,86,6,Sat,1,1,medium,3.2,0
28,vip,3,1,6,21,Thu,2,1,low,8.9,0
38,basic,2,0,100,14,Fri,4,0,low,2.1,0
41,plus,6,0,32,11,Fri,3,1,low,8.3,0
22,vip,2,0,68,13,Tue,3,0,low,14.6,0
42,basic,4,1,1,21,Sat,3,0,low,9.1,1
42,basic,1,1,121,20,Wed,4,1,medium,7.2,0
54,basic,9,0,41,19,Mon,4,0,low,8.9,0
42,basic,1,0,28,12,Thu,3,0,low,16.4,0
34,basic,1,0,5,20,Tue,3,0,medium,10.7,0
38,basic,5,0,59,11,Wed,2,0,low,10.8,0
36,basic,1,0,25,13,Sat,3,1,low,13.3,1
42,plus,1,0,3,19,Mon,4,0,medium,11.3,0
32,vip,2,0,45,16,Sun,4,1,low,7.1,0
44,vip,3,0,10,13,Mon,3,1,low,9.1,0
42,plus,2,0,63,19,Thu,1,1,low,16.6,0
45,basic,1,0,57,21,Wed,2,1,medium,7.4,0
51,plus,1,0,26,20,Mon,2,0,low,9.9,0
25,plus,7,1,54,12,Thu,3,0,medium,6.2,0
36,plus,3,0,20,19,Sat,4,1,medium,13.9,1
32,basic,3,0,61,19,Fri,5,1,medium,6.9,0
56,plus,1,0,36,6,Thu,3,1,low,12.9,0
18,basic,2,0,61,9,Fri,4,0,low,5.0,0
42,vip,3,0,112,8,Thu,5,1,low,4.2,0
27,vip,1,0,43,7,Sat,3,1,low,11.6,0
27,basic,3,0,54,12,Wed,3,1,low,5.6,1
25,basic,1,0,12,15,Mon,5,0,high,7.4,0
36,basic,8,0,51,17,Sun,4,1,medium,9.3,0
31,plus,12,2,21,8,Thu,5,1,low,4.8,0
28,basic,2,0,60,11,Fri,4,1,high,9.7,1
36,basic,1,0,19,8,Mon,1,0,medium,10.1,0
56,vip,6,0,136,14,Wed,3,1,low,13.1,1
53,plus,3,2,133,20,Sat,2,1,low,11.8,0
45,plus,1,0,35,18,Mon,2,1,low,9.8,1
59,basic,1,0,127,18,Mon,4,1,low,5.7,0
38,basic,1,0,65,15,Mon,3,1,low,17.2,0
31,basic,5,0,47,11,Wed,4,0,low,6.1,1
41,plus,4,0,0,16,Tue,5,0,low,3.3,0
31,plus,5,0,64,8,Sun,5,1,low,13.0,0
32,vip,3,0,72,11,Wed,2,0,low,5.5,0
44,basic,2,0,82,11,Sat,2,1,low,4.3,0
29,basic,2,0,12,11,Sun,5,1,low,2.5,1
42,plus,2,0,26,17,Mon,3,1,medium,9.1,0
24,basic,2,1,48,13,Thu,4,0,medium,14.8,0
38,basic,2,0,21,19,Wed,4,1,low,15.9,0
43,plus,2,0,61,9,Sat,4,1,medium,5.5,0
34,basic,2,0,164,19,Mon,5,1,low,9.7,0
50,plus,10,1,7,19,Thu,5,1,low,9.7,1
45,basic,2,0,125,13,Thu,2,1,low,19.7,0
38,plus,5,0,121,16,Mon,5,1,low,8.0,0
48,basic,3,0,21,10,Wed,2,1,low,0.1,0
37,plus,8,0,6,6,Sat,5,1,low,5.4,1
36,plus,2,0,12,19,Thu,5,0,low,2.0,1
51,plus,7,1,52,11,Wed,3,1,medium,9.5,1
47,plus,2,0,32,12,Tue,3,1,low,10.0,1
30,basic,4,0,23,15,Fri,3,1,medium,6.5,0
36,plus,1,0,2,18,Sun,2,0,low,11.2,0
47,basic,4,0,86,13,Sun,3,0,medium,11.6,0
33,plus,1,0,9,11,Sat,4,1,low,15.8,0
53,vip,4,0,165,14,Sat,2,1,low,4.7,1
34,basic,7,1,8,11,Fri,1,1,medium,10.5,0
24,vip,1,0,41,18,Sat,5,1,low,11.7,0
38,basic,1,0,18,21,Wed,1,1,medium,3.7,1
37,basic,1,0,14,6,Thu,5,1,medium,12.4,0
18,vip,3,0,42,18,Wed,4,1,low,4.6,0
22,basic,1,0,76,19,Mon,2,1,medium,9.9,0
25,plus,1,0,28,13,Fri,3,1,medium,4.6,0
58,plus,1,0,20,7,Mon,3,0,medium,4.2,0
34,plus,1,1,145,16,Sun,1,1,high,6.0,0
49,basic,2,0,5,12,Sat,5,0,low,11.6,0
33,basic,1,0,29,20,Wed,4,0,low,4.3,0
43,basic,1,0,4,14,Mon,2,0,low,3.5,1
50,basic,2,0,70,9,Tue,4,1,low,7.3,0
42,plus,2,1,11,10,Sun,5,1,medium,7.8,0
33,plus,2,0,59,9,Fri,3,0,medium,9.2,0
35,basic,2,0,154,10,Fri,5,0,low,14.5,0
40,basic,1,0,66,16,Mon,2,1,medium,13.6,1
35,vip,1,0,1,17,Wed,3,0,low,7.9,0
57,basic,3,0,11,7,Tue,4,1,medium,14.0,1
41,basic,3,0,16,18,Thu,4,1,medium,10.2,0
37,vip,2,0,1,16,Wed,2,0,low,9.5,1
32,vip,2,0,37,6,Tue,5,1,medium,14.8,0
44,plus,3,0,35,9,Sun,3,1,medium,15.9,0
44,basic,4,0,6,16,Thu,5,1,low,4.7,0
47,basic,1,0,70,20,Thu,3,1,medium,12.5,1
52,basic,4,0,21,12,Wed,5,1,medium,9.9,0
40,plus,1,0,34,20,Thu,2,1,low,5.8,0
60,basic,4,0,21,8,Tue,3,0,low,0.1,1
28,plus,2,0,44,6,Mon,2,1,low,15.6,0
36,basic,2,0,37,12,Wed,5,1,low,9.6,0
43,basic,3,0,12,11,Fri,3,1,low,3.3,0
46,plus,1,0,147,13,Sat,5,1,low,0.2,0
26,basic,2,0,149,8,Wed,3,1,low,18.2,0
33,plus,3,0,19,6,Thu,4,0,low,16.1,0
44,plus,2,0,19,17,Tue,3,1,high,9.8,1
43,basic,13,1,38,16,Mon,5,1,low,4.1,0
46,basic,1,0,25,19,Fri,4,1,low,18.4,0
42,vip,1,0,6,17,Wed,3,1,low,10.4,0
45,basic,8,2,162,21,Wed,3,0,low,5.1,0
25,basic,3,1,4,13,Fri,3,0,medium,13.5,0
48,basic,2,0,27,15,Tue,3,1,medium,6.4,0
56,basic,2,0,32,12,Sun,3,1,medium,8.3,1
39,plus,3,0,45,12,Fri,2,1,low,0.1,1
29,basic,1,0,14,10,Wed,5,1,medium,6.7,1
58,vip,1,1,5,17,Sat,3,0,medium,5.1,0
36,vip,9,0,40,12,Tue,5,1,medium,6.3,1
35,plus,2,0,13,10,Sun,4,1,low,7.1,0
45,basic,6,0,50,21,Sun,4,0,low,9.5,0
30,basic,1,0,120,16,Thu,5,0,medium,6.3,1
23,vip,2,0,41,21,Sun,1,0,low,0.1,0
32,basic,1,0,12,8,Wed,3,1,low,14.6,0
45,plus,1,0,25,19,Sat,4,0,low,4.4,1
32,plus,1,0,107,7,Tue,3,1,low,3.3,1
23,plus,1,0,19,18,Mon,2,1,medium,13.7,0
39,basic,2,0,11,7,Thu,4,1,medium,3.5,1
25,plus,6,0,4,15,Sun,4,0,medium,5.7,0
26,basic,3,1,4,13,Sat,3,0,low,20.8,0
42,plus,1,0,131,10,Thu,4,1,medium,3.5,1
71,basic,6,0,75,19,Wed,2,1,low,9.9,0
48,vip,2,0,63,16,Wed,4,1,medium,7.5,0
34,basic,3,0,68,19,Fri,5,1,medium,10.6,1
38,basic,3,1,136,11,Fri,4,1,high,7.2,0
34,basic,2,0,45,7,Thu,4,1,medium,6.5,0
32,basic,1,0,49,19,Wed,2,1,low,8.8,0
54,vip,3,0,4,12,Tue,1,0,low,19.9,0
48,basic,5,0,10,20,Tue,4,0,medium,18.4,1
48,basic,5,0,14,15,Sun,4,0,medium,6.0,0
43,plus,1,1,4,13,Sun,2,0,low,11.1,0
22,vip,5,0,1,7,Fri,5,0,high,3.9,0
33,vip,4,0,67,17,Thu,3,1,low,13.6,0
29,basic,1,0,4,10,Wed,4,0,high,4.8,0
19,basic,3,0,6,18,Thu,1,1,medium,4.3,0
19,plus,1,0,131,19,Sat,2,1,medium,2.9,0
34,basic,17,2,2,18,Tue,4,0,low,10.2,0
44,plus,1,0,0,17,Mon,4,0,medium,7.0,0
25,basic,6,0,26,12,Sat,3,0,medium,10.7,1
