user,musicbrainz_id,artist,plays
000c78b3fa24fe3c6cd108af2802cda72ac24a3a,39ab1aed-75e0-4140-bd47-540276886b60,oasis,291
000c78b3fa24fe3c6cd108af2802cda72ac24a3a,cc197bad-dc9c-440d-a5b5-d52ba2e14234,coldplay,287
000c78b3fa24fe3c6cd108af2802cda72ac24a3a,8538e728-ca0b-4321-b7e5-cff6565dd4c0,depeche mode,286
000c78b3fa24fe3c6cd108af2802cda72ac24a3a,b15ebd71-a252-417d-9e1c-3e6863da68f8,faith no more,279
000c78b3fa24fe3c6cd108af2802cda72ac24a3a,1a1cd7f3-e5df-4eca-bae2-2757c9e656b5,duran duran,275
000c78b3fa24fe3c6cd108af2802cda72ac24a3a,58d6807e-a446-404f-a14b-24d7b338a5fe,polemic,273
000c78b3fa24fe3c6cd108af2802cda72ac24a3a,7bbfd77c-1102-4831-9ba8-246fb67460b3,ayreon,270
000c78b3fa24fe3c6cd108af2802cda72ac24a3a,c14b4180-dc87-481e-b17a-64e4150f90f6,opeth,267
000c78b3fa24fe3c6cd108af2802cda72ac24a3a,00a9f935-ba93-4fc8-a33a-993abe9c936b,nightwish,265
000c78b3fa24fe3c6cd108af2802cda72ac24a3a,dece45d3-5685-4218-934f-49139619cb1e,orkrist,261
000c78b3fa24fe3c6cd108af2802cda72ac24a3a,a9044915-8be3-4c7e-b11f-9e2d2ea0a91e,megadeth,257
000c78b3fa24fe3c6cd108af2802cda72ac24a3a,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,aerosmith,244
000c78b3fa24fe3c6cd108af2802cda72ac24a3a,ed2ac1e9-d51d-4eff-a2c2-85e81abd6360,bob marley,227
000c78b3fa24fe3c6cd108af2802cda72ac24a3a,18e9bfd5-db23-4bc1-be0f-5710e5d656e4,exodus,224
000c906443e48cef4574e4ed67866d4e213dfbf0,f57e14e4-b030-467c-b202-539453f504ec,children of bodom,242
000c906443e48cef4574e4ed67866d4e213dfbf0,788ad31c-bf0c-4a31-83f8-b8b130d79c76,apocalyptica,93
000c906443e48cef4574e4ed67866d4e213dfbf0,a9c342db-b498-4ff6-9033-6a30479f8f36,faerghail,75
000c906443e48cef4574e4ed67866d4e213dfbf0,5074ddf4-3d57-49d9-a0b8-c36afe60a475,dark fortress,74
000c906443e48cef4574e4ed67866d4e213dfbf0,f6dad765-8c0b-4256-b8d1-c1818b31bbdb,agathodaimon,73
000c906443e48cef4574e4ed67866d4e213dfbf0,e631bb92-3e2b-43e3-a2cb-b605e2fb53bd,arch enemy,70
000c906443e48cef4574e4ed67866d4e213dfbf0,dbb3b771-ae77-4381-b61c-758b5b7898ec,death,68
000c906443e48cef4574e4ed67866d4e213dfbf0,9efff43b-3b29-4082-824e-bc82f646f93d,the doors,67
000c906443e48cef4574e4ed67866d4e213dfbf0,bdacc37b-8633-4bf8-9dd5-4662ee651aec,slayer,64
000c906443e48cef4574e4ed67866d4e213dfbf0,ac865b2e-bba8-4f5a-8756-dd40d5e39f46,koЯn,62
000c906443e48cef4574e4ed67866d4e213dfbf0,97d8cab3-474d-4a0c-8053-d1afab54eee8,sinergy,61
000c906443e48cef4574e4ed67866d4e213dfbf0,dbf23164-c702-46b9-a7e1-32acaabca310,tsjuder,51
000c906443e48cef4574e4ed67866d4e213dfbf0,b863cf80-19c6-4a87-8e42-6cff7ac8f18f,immortal,48
000c906443e48cef4574e4ed67866d4e213dfbf0,85af0709-95db-4fbc-801a-120e9f4766d0,nirvana,48
000c906443e48cef4574e4ed67866d4e213dfbf0,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,the beatles,46
000c906443e48cef4574e4ed67866d4e213dfbf0,5b687684-ad34-4a9f-b425-0e7aa81fbd38,amon amarth,45
000c906443e48cef4574e4ed67866d4e213dfbf0,678d88b2-87b0-403b-b63d-5da7465aecc3,led zeppelin,44
000c906443e48cef4574e4ed67866d4e213dfbf0,078a9376-3c04-4280-b7d7-b20e158f345d,a perfect circle,43
000c906443e48cef4574e4ed67866d4e213dfbf0,e7273fcd-7530-48ba-bd11-1879f4a8920f,carach angren,42
000c906443e48cef4574e4ed67866d4e213dfbf0,298909e4-ebcb-47b8-95e9-cc53b087fc65,lamb of god,41
000c906443e48cef4574e4ed67866d4e213dfbf0,a9044915-8be3-4c7e-b11f-9e2d2ea0a91e,megadeth,41
000c906443e48cef4574e4ed67866d4e213dfbf0,8c32bb01-58a3-453b-8050-8c0620edb0e5,stone temple pilots,41
000c906443e48cef4574e4ed67866d4e213dfbf0,05106775-5d45-4131-aecc-1177f813ba11,testament,41
000c906443e48cef4574e4ed67866d4e213dfbf0,d50a4b89-ff1f-4659-9fde-f76f8d5b3c89,carcass,38
000c906443e48cef4574e4ed67866d4e213dfbf0,5e857ebe-88f3-4aab-9534-6728c305e427,kult,38
000c906443e48cef4574e4ed67866d4e213dfbf0,251b5564-6dcf-4299-b1a3-921885bdaf88,necrophagist,37
000c906443e48cef4574e4ed67866d4e213dfbf0,01e64cc8-55ec-4d89-8748-e2f35bcc889f,nocte obducta,37
000c906443e48cef4574e4ed67866d4e213dfbf0,541f16f5-ad7a-428e-af89-9fa1b16d3c9c,pantera,37
000c906443e48cef4574e4ed67866d4e213dfbf0,eace2373-31c8-4aba-9a5c-7bce22dd140a,within temptation,37
000c906443e48cef4574e4ed67866d4e213dfbf0,bc27c60a-a967-41c9-9633-c682ca0d77d5,bloodbath,36
000c906443e48cef4574e4ed67866d4e213dfbf0,,dark faces,36
000c906443e48cef4574e4ed67866d4e213dfbf0,0bd96fa4-9835-49b0-a1f2-7421e6a79dfa,deicide,36
000c906443e48cef4574e4ed67866d4e213dfbf0,cb3ff7db-f89f-4eb4-8dda-35e04f19c3f3,tvangeste,36
000c906443e48cef4574e4ed67866d4e213dfbf0,7dba6614-d0bd-4950-8b7b-841b31c413c2,candlemass,35
000c906443e48cef4574e4ed67866d4e213dfbf0,0e1d8e50-0ad4-484f-950a-d7cc64beb172,einherjer,35
000c906443e48cef4574e4ed67866d4e213dfbf0,7e26cbe1-b8f5-4215-af82-e43d5f8ff308,cradle of filth,33
000c906443e48cef4574e4ed67866d4e213dfbf0,197450cd-0124-4164-b723-3c22dd16494d,frank sinatra,33
000c906443e48cef4574e4ed67866d4e213dfbf0,e4d0504d-a0cc-486e-9f8f-32da470698a5,absu,32
000c906443e48cef4574e4ed67866d4e213dfbf0,17167af8-c1da-45cc-bba2-9d23f068b7a3,dimmu borgir,32
000c906443e48cef4574e4ed67866d4e213dfbf0,0317c868-7b10-4f18-a664-b348ce802610,illnath,32
000c906443e48cef4574e4ed67866d4e213dfbf0,3d46727d-9367-47b8-8b8b-f7b6767f7d57,agalloch,31
000c906443e48cef4574e4ed67866d4e213dfbf0,eeb1195b-f213-4ce1-b28c-8565211f8e43,guns n' roses,31
000c906443e48cef4574e4ed67866d4e213dfbf0,6bec75d2-3a61-43ee-b600-6b043cca1833,knights of the abyss,31
000c906443e48cef4574e4ed67866d4e213dfbf0,28503ab7-8bf2-4666-a7bd-2644bfc7cb1d,dream theater,30
000c906443e48cef4574e4ed67866d4e213dfbf0,39822e8d-f24e-4f07-b51b-28b22e59fbdb,kreator,29
000c906443e48cef4574e4ed67866d4e213dfbf0,c3cceeed-3332-4cf0-8c4c-bbde425147b6,scorpions,28
000c906443e48cef4574e4ed67866d4e213dfbf0,4bd95eea-b9f6-4d70-a36c-cfea77431553,alice in chains,27
000c906443e48cef4574e4ed67866d4e213dfbf0,ca891d65-d9b0-4258-89f7-e6ba29d83767,iron maiden,27
000c906443e48cef4574e4ed67866d4e213dfbf0,4d710fc3-5801-47a9-afd7-f7969853732d,funeral rape,26
000c906443e48cef4574e4ed67866d4e213dfbf0,8eed05a5-e9a1-4dda-8b33-e354c4ecc8b6,satyricon,26
000c906443e48cef4574e4ed67866d4e213dfbf0,65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,metallica,25
000c906443e48cef4574e4ed67866d4e213dfbf0,a74b1b7f-71a5-4011-9441-d0b5e4122711,radiohead,25
000c906443e48cef4574e4ed67866d4e213dfbf0,1f5ff245-2837-4d4a-a609-e93e544478c3,trivium,24
000c906443e48cef4574e4ed67866d4e213dfbf0,b332473e-a39d-4b39-968a-635119a1de35,catamenia,23
000c906443e48cef4574e4ed67866d4e213dfbf0,7249b899-8db8-43e7-9e6e-22f1e736024e,def leppard,23
000c906443e48cef4574e4ed67866d4e213dfbf0,b1e23ada-a7eb-42d7-91ec-67a43bead43a,hypocrisy,23
000c906443e48cef4574e4ed67866d4e213dfbf0,e647f19f-f7eb-4c6a-b100-52b78c353ebf,a perfect murder,22
000c906443e48cef4574e4ed67866d4e213dfbf0,af8e4cc5-ef54-458d-a194-7b210acf638f,cannibal corpse,22
000c906443e48cef4574e4ed67866d4e213dfbf0,9d30e408-1559-448b-b491-2f8de1583ccf,dark tranquillity,22
000c906443e48cef4574e4ed67866d4e213dfbf0,8b4019a4-0189-4bed-abcb-230613cb0474,darkane,21
000c906443e48cef4574e4ed67866d4e213dfbf0,030f3060-6825-4539-89d2-3de8021e766d,immortal souls,21
000c906443e48cef4574e4ed67866d4e213dfbf0,31745282-b1ea-4d62-939f-226b14d68e7c,in flames,21
000c906443e48cef4574e4ed67866d4e213dfbf0,5c0d3974-33d5-4f7a-bebc-8f50c057927e,pig destroyer,21
000c906443e48cef4574e4ed67866d4e213dfbf0,f6f2326f-6b25-4170-b89d-e235b25508e8,sigur rós,21
000c906443e48cef4574e4ed67866d4e213dfbf0,6b335658-22c8-485d-93de-0bc29a1d0349,judas priest,20
000cb6427411006fe9a6193d3c4f59efed53fbef,,tanz der vampire,126
000cb6427411006fe9a6193d3c4f59efed53fbef,d6bd72bc-b1e2-4525-92aa-0f853cbb41bf,soundtrack,116
000cb6427411006fe9a6193d3c4f59efed53fbef,8eeecca3-3e44-4311-93e5-e67decfafc06,groove coverage,109
000cb6427411006fe9a6193d3c4f59efed53fbef,0103c1cc-4a09-4a5d-a344-56ad99a77193,avril lavigne,90
000cb6427411006fe9a6193d3c4f59efed53fbef,012e3432-71d3-4317-9ce5-b60cb6cdc38f,the rasmus,62
000cb6427411006fe9a6193d3c4f59efed53fbef,4cc51547-88ae-49a2-bf7e-0ef65ee7a94c,him,59
000cb6427411006fe9a6193d3c4f59efed53fbef,00a9f935-ba93-4fc8-a33a-993abe9c936b,nightwish,55
000cb6427411006fe9a6193d3c4f59efed53fbef,343b54e2-9b1b-4bb9-8d0f-06c3942c3c67,eisregen,43
000cb6427411006fe9a6193d3c4f59efed53fbef,ba147ea0-60c4-4a40-9da6-0d5c2b2e7b03,as i lay dying,38
000cb6427411006fe9a6193d3c4f59efed53fbef,8ebd161e-f45e-41b9-8019-fcbd094c327f,in extremo,28
000cb6427411006fe9a6193d3c4f59efed53fbef,f4a31f0a-51dd-4fa7-986d-3095c40c5ed9,evanescence,27
000cb6427411006fe9a6193d3c4f59efed53fbef,a3352eff-cde0-4f15-b44a-6f5c3e9cf079,james morrison,19
000cb6427411006fe9a6193d3c4f59efed53fbef,ea4dfa26-f633-4da6-a52a-f49ea4897b58,r.e.m.,17
000cb6427411006fe9a6193d3c4f59efed53fbef,b8db9fab-d73d-474b-a589-e04dc83ecd92,mariha,15
000cb6427411006fe9a6193d3c4f59efed53fbef,5533fa1c-4102-4ae7-92ae-78dddb17fe7f,subway to sally,14
000cb6427411006fe9a6193d3c4f59efed53fbef,85af0709-95db-4fbc-801a-120e9f4766d0,nirvana,12
000cb6427411006fe9a6193d3c4f59efed53fbef,5b24fbab-c58f-4c37-a59d-ab232e2d98c4,danny elfman,11
000cb6427411006fe9a6193d3c4f59efed53fbef,16501378-eeed-44e9-bc8f-46f0508a2fed,giora feidman,10
000cb6427411006fe9a6193d3c4f59efed53fbef,122d63fc-8671-43e4-9752-34e846d62a9c,katy perry,10
000cb6427411006fe9a6193d3c4f59efed53fbef,f779ed95-66c8-4493-9f46-3967eba785a8,letzte instanz,10
000cb6427411006fe9a6193d3c4f59efed53fbef,d3201290-2791-4b2c-9d79-62eb6240e742,saltatio mortis,10
000cb6427411006fe9a6193d3c4f59efed53fbef,42f55e6a-7a8d-4e8f-bbc7-da411b41bd15,fefe dobson,9
000cb6427411006fe9a6193d3c4f59efed53fbef,9b58672a-e68e-4972-956e-a8985a165a1f,howard shore,9
000cb6427411006fe9a6193d3c4f59efed53fbef,bbfc66fc-713e-424e-b822-051b48aaafed,skye sweetnam,9
000cb6427411006fe9a6193d3c4f59efed53fbef,e6de1f3b-6484-491c-88dd-6d619f142abc,hans zimmer,8
000cb6427411006fe9a6193d3c4f59efed53fbef,53b106e7-0cc6-42cc-ac95-ed8d30a3a98e,john williams,8
000cb6427411006fe9a6193d3c4f59efed53fbef,8d53ba6e-968c-4f72-9571-4a4f3ed4b3f0,pink,8
000cb6427411006fe9a6193d3c4f59efed53fbef,d7916dc0-1f58-4a41-968d-d5692e2e492e,christina stürmer,7
000cb6427411006fe9a6193d3c4f59efed53fbef,f2fb0ff0-5679-42ec-a55c-15109ce6e320,die Ärzte,7
000cb6427411006fe9a6193d3c4f59efed53fbef,c8bc9ad3-1df2-4c9b-9cf7-cf6fc60441dc,emilie autumn,7
000cb6427411006fe9a6193d3c4f59efed53fbef,f6580b26-77f7-4a7b-8513-6db0476e8f21,james newton howard,7
000cb6427411006fe9a6193d3c4f59efed53fbef,fd90af91-ed07-4e85-8816-26c954fe5286,lillix,7
000cb6427411006fe9a6193d3c4f59efed53fbef,f4c53778-e48d-4da4-9ddd-cc007f715d64,alan silvestri,6
000cb6427411006fe9a6193d3c4f59efed53fbef,0627192d-4fed-4f4b-bad8-383bb42fa8fa,patrick doyle,6
000cb6427411006fe9a6193d3c4f59efed53fbef,fd1baeb3-0ee9-4838-b4c7-615c78d68d10,the veronicas,6
000cb6427411006fe9a6193d3c4f59efed53fbef,961f31f2-31bf-4469-bc66-f6a2fda12db5,trevor jones,6
000cb6427411006fe9a6193d3c4f59efed53fbef,391846f7-f09f-470c-b188-c16b3a2022e4,alexandre desplat,5
000cb6427411006fe9a6193d3c4f59efed53fbef,ad8a4637-fb1d-4acc-af42-ff6cdda2230f,alexz johnson,5
000cb6427411006fe9a6193d3c4f59efed53fbef,74ba575f-3420-4d62-8e48-ac473d3c4282,klaus badelt,5
000cb6427411006fe9a6193d3c4f59efed53fbef,7cbdfc61-30a9-4f17-b2fc-dcae3757adba,randy edelman,5
000cb6427411006fe9a6193d3c4f59efed53fbef,348f3a5f-5112-4d72-b33b-11c60b4f9af2,thomas newman,5
000cb6427411006fe9a6193d3c4f59efed53fbef,7e26cbe1-b8f5-4215-af82-e43d5f8ff308,cradle of filth,4
000cb6427411006fe9a6193d3c4f59efed53fbef,2c16f7ca-e331-47fc-af91-4f236cba4c6d,elliot goldenthal,4
000cb6427411006fe9a6193d3c4f59efed53fbef,4ea2fd64-834c-4d78-8f4c-2a900c439031,haggard,4
000cb6427411006fe9a6193d3c4f59efed53fbef,adcc6c98-0bf1-4d54-84aa-2249cf5e46bf,michael kamen,4
000cb6427411006fe9a6193d3c4f59efed53fbef,884ee438-f185-4b2c-b23b-f96886bdc91f,trevor rabin,4
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,2b0ce8c8-9c9a-4807-9414-24b22af7a679,owen,295
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,bf710b71-48e5-4e15-9bd6-96debb2e4e98,the knife,246
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,8475297d-fb78-4630-8d74-9b87b6bb7cc8,of montreal,201
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,144ef525-85e9-40c3-8335-02c32d0861f3,john mayer,197
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,b9a2a9a6-7a40-48a6-bcb1-8eff5b89ad5b,nada surf,154
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,bd13909f-1c29-4c27-a874-d4aaf27c5b1a,fleetwood mac,126
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,b0612eb8-5462-4248-a9d1-5ec70a1f2466,good old war,119
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,cd8c5019-5d75-4d5c-bc28-e1e26a7dd5c8,josé gonzález,118
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,0743b15a-3c32-48c8-ad58-cb325350befa,blink-182,114
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,083b3a38-13c6-428f-9e02-6c306afa5761,eisley,110
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,ee90d1b3-a4e2-4d18-9092-111d856e7e7a,say anything,106
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,1b54e90c-638e-4fdd-a20e-4ab09db9fdaf,the get up kids,85
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,ef43cee7-13f5-4d10-844e-879aba3d8b19,camera obscura,75
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,01d3c51b-9b98-418a-8d8e-37f6fab59d8c,sufjan stevens,75
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,164f0d73-1234-4e2c-8743-d77bf2191051,kanye west,71
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,1c70a3fc-fa3c-4be1-8b55-c3192db8a884,röyksopp,69
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,50549203-9602-451c-b49f-ff031ba8635c,dashboard confessional,65
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,9ad6d1e3-427f-4921-b603-7e9eda94a061,jenny lewis,62
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,f7df5df4-4dfa-459d-972b-1ba051c15ddc,fever ray,60
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,17be38e7-97bf-4ead-8432-ba05455b3860,copeland,59
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,42555956-bf57-4240-aadf-b58e6762932c,guillemots,57
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,5aeb21a3-4606-4a0d-8369-50c768d1e99a,stars,54
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,bc68928b-fbb5-4aac-baae-52ba49202372,the weakerthans,54
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,cf0f4547-ffbd-4011-98ad-0bec9ba022db,kings of convenience,49
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,18f3fff2-0896-4205-8d44-402a8d3c9944,samamidon,44
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,6c8fd0be-d961-454c-aee0-4366a6dbc993,sam cooke,44
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,a41ac10f-0a56-4672-9161-b83f9b223559,van morrison,44
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,07b6020a-c539-4d68-aeef-f159f3befc76,band of horses,43
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,2f548675-008d-4332-876c-108b0c7ab9c5,sia,43
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,d5c5c11b-153d-4f28-9525-db5ec1bfe0ad,chad vangaalen,41
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,2ecbd923-9daf-4f18-9250-e482ccec4c28,turin brakes,41
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,b9472588-93f3-4922-a1a2-74082cdf9ce8,panic at the disco,40
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,cc197bad-dc9c-440d-a5b5-d52ba2e14234,coldplay,39
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,596ffa74-3d08-44ef-b113-765d43d12738,justin timberlake,38
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,2b6514cd-d424-45fe-ab85-bd8719f4492d,jacks mannequin,37
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,e9c97fdb-9fa0-4955-9a6c-1c43e1ac3f64,mates of state,37
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,2b7a7c7f-8c18-4e0c-aaf2-8c6f4e93cdbb,the hush sound,36
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,arctic monkeys,35
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,64ecce47-720d-4caa-a59d-350380c3ced1,john mayer trio,34
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,e6e879c0-3d56-4f12-b3c5-3ce459661a8e,jeff buckley,33
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,0181f745-7f48-4065-9089-f42810b52149,the lucksmiths,33
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,dbc59d71-6d29-4563-ba89-a60bab1c0f40,maritime,32
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,69421e11-e4c3-4854-951b-ceab4972e38e,alkaline trio,31
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,67f66c07-6e61-4026-ade5-7e782fad3a5d,foo fighters,31
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,6c85f4c3-026c-4c16-9a7c-f546f42ed0fb,guided by voices,30
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,3eb72791-6322-466b-87d3-24d74901eb2d,anna ternheim,28
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,0039c7ae-e1a7-4a7d-9b49-0cbc716821a6,death cab for cutie,28
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,32efc6ae-edf6-4fd1-b268-226073db9a36,nightmare of you,26
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,593f8594-83ad-4df4-a9b8-e4d225f55440,saves the day,26
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,95e1ead9-4d31-4808-a7ac-32c3614c116b,the killers,26
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,437a0e49-c6ae-42f6-a6c1-84f25ed366bc,bon iver,25
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,fa97dd36-1b82-43d7-a6e4-2adeafd59cef,fleet foxes,25
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,cf119120-7df5-47d7-9dec-49f8837a4e40,suzanne vega,25
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,81b07a2a-cdf0-4c5e-a68c-8d910e1f0ea6,the format,25
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,3ff72a59-f39d-411d-9f93-2d4a86413013,the magnetic fields,25
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,516cef4d-0718-4007-9939-f9b38af3f784,fall out boy,23
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,1a74972b-82b9-49ba-9dcf-ca7cdaee4fa5,fionn regan,23
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,78e46ae5-9bfd-433b-be3f-19e993d67ecc,rufus wainwright,22
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,5ea472eb-5040-410c-b021-1e678276aed9,burning airlines,21
000cdac4253f2dcecbd3dff8c5d7cf8cf0426c7a,a74b1b7f-71a5-4011-9441-d0b5e4122711,radiohead,21
000ce88030356b95cbc2281e69786a8ecd9de308,32cfbaf8-87aa-466b-9c1a-331ad9075ea2,daniel powter,441
000ce88030356b95cbc2281e69786a8ecd9de308,5523ed49-38bc-44fa-8670-2a9c354de0b1,boyzone,325
000ce88030356b95cbc2281e69786a8ecd9de308,24d2505b-388c-46cc-8a64-48223ea6d78d,take that,287
000ce88030356b95cbc2281e69786a8ecd9de308,09a6c10b-c32c-4f5e-a3b8-c8af4cfa0517,olivia,277
000ce88030356b95cbc2281e69786a8ecd9de308,6e0c7c0e-cba5-4c2c-a652-38f71ef5785d,lily allen,258
000ce88030356b95cbc2281e69786a8ecd9de308,1138a764-2212-4d0a-b02d-0dc14df91e08,akon,241
000ce88030356b95cbc2281e69786a8ecd9de308,122d63fc-8671-43e4-9752-34e846d62a9c,katy perry,198
000ce88030356b95cbc2281e69786a8ecd9de308,e1564e98-978b-4947-8698-f6fd6f8b0181,fort minor,186
000ce88030356b95cbc2281e69786a8ecd9de308,a7dbf74d-8bae-4c2a-9987-508a125add76,ost,185
000ce88030356b95cbc2281e69786a8ecd9de308,2f1e4ada-2b9a-4834-90fa-88d61b73082f,caesars,172
000ce88030356b95cbc2281e69786a8ecd9de308,c6e07b54-f788-437f-9a80-8e46d21aeb77,lee ryan,163
000ce88030356b95cbc2281e69786a8ecd9de308,9c79224c-70cd-4367-8d90-35ca99401b75,blue,152
000ce88030356b95cbc2281e69786a8ecd9de308,f59c5520-5f46-4d2c-b2c4-822eabf53419,linkin park,139
000ce88030356b95cbc2281e69786a8ecd9de308,0103c1cc-4a09-4a5d-a344-56ad99a77193,avril lavigne,135
000ce88030356b95cbc2281e69786a8ecd9de308,2f569e60-0a1b-4fb9-95a4-3dc1525d1aad,backstreet boys,134
000ce88030356b95cbc2281e69786a8ecd9de308,bf0f7e29-dfe1-416c-b5c6-f9ebc19ea810,bee gees,130
000ce88030356b95cbc2281e69786a8ecd9de308,f1cd545b-f17b-4d3a-98de-68b695bfe211,ronan keating,112
000ce88030356b95cbc2281e69786a8ecd9de308,a8251b7f-2ea9-4661-89c1-0950b5867034,f.i.r.,111
000ce88030356b95cbc2281e69786a8ecd9de308,69905894-f909-4583-b76c-5dcc24b70932,mc hotdog,105
000ce88030356b95cbc2281e69786a8ecd9de308,8c1fb05f-eb98-4dc4-9d79-5e70134b318d,tension,88
000ce88030356b95cbc2281e69786a8ecd9de308,4b29ab6b-3af4-4a55-9838-83b0ecd1ebf4,susan wong,87
000ce88030356b95cbc2281e69786a8ecd9de308,2a0cce30-071b-4ba9-bf78-ae76c9eb7316,kevin rudolf,85
000ce88030356b95cbc2281e69786a8ecd9de308,5dcdb5eb-cb72-4e6e-9e63-b7bace604965,bon jovi,82
000ce88030356b95cbc2281e69786a8ecd9de308,d5be5333-4171-427e-8e12-732087c6b78e,black eyed peas,71
000ce88030356b95cbc2281e69786a8ecd9de308,ff6e677f-91dd-4986-a174-8db0474b1799,jack johnson,61
000ce88030356b95cbc2281e69786a8ecd9de308,99210e7f-5107-43b9-be3b-b27c4b96b015,melinda doolittle,61
000ce88030356b95cbc2281e69786a8ecd9de308,bbfc66fc-713e-424e-b822-051b48aaafed,skye sweetnam,58
000ce88030356b95cbc2281e69786a8ecd9de308,95e1ead9-4d31-4808-a7ac-32c3614c116b,the killers,57
000d058bc3bb7c34457508c79e72c6978feb5623,ac7a8c7d-33de-487d-b774-45046e38c89f,the rurals,790
000d058bc3bb7c34457508c79e72c6978feb5623,0f5a9adc-fcca-4d04-bf31-d7d1164133f9,jimpster,360
000d058bc3bb7c34457508c79e72c6978feb5623,a13e0f83-1c89-4034-88dc-19313b80e586,miguel migs,332
000d058bc3bb7c34457508c79e72c6978feb5623,b2233a1e-2b25-4660-a578-b2e2de990792,kerri chandler,268
000d058bc3bb7c34457508c79e72c6978feb5623,f9d503e9-e137-4158-9975-cfc1844f8696,fred everything,148
000d058bc3bb7c34457508c79e72c6978feb5623,ee001f96-7671-42a4-89bf-281e12121066,osunlade,138
000d058bc3bb7c34457508c79e72c6978feb5623,a6b6fbf2-fa4d-4a93-82e0-2551e361899a,king britt,132
000d058bc3bb7c34457508c79e72c6978feb5623,ab77c1ff-f2df-4499-966c-1070d81e0a76,nick holder,131
000d058bc3bb7c34457508c79e72c6978feb5623,db739044-9d17-4ebf-afcc-99613a47ab4e,atjazz,121
000d058bc3bb7c34457508c79e72c6978feb5623,65e331ed-ab1b-475a-81d1-4dad7e55043b,blaze,118
000d058bc3bb7c34457508c79e72c6978feb5623,46206a8a-613d-4667-9384-15f4ffd0d6f1,mr. v,114
